,Unnamed: 0,paths,c,r,e,n,text,error
774,774,DATASET/A1/c1/r3/images/e7/c1r3e7n25.tif,1,3,7,25,La distancia de la cámara aumentó de 13 cm a 20 cm.,7
775,775,DATASET/A1/c1/r3/images/e7/c1r3e7n26.tif,1,3,7,26,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
776,776,DATASET/A1/c1/r3/images/e7/c1r3e7n27.tif,1,3,7,27,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
777,777,DATASET/A1/c1/r3/images/e7/c1r3e7n28.tif,1,3,7,28,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
778,778,DATASET/A1/c1/r3/images/e7/c1r3e7n29.tif,1,3,7,29,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
779,779,DATASET/A1/c1/r3/images/e7/c1r3e7n30.tif,1,3,7,30,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
780,780,DATASET/A1/c1/r3/images/e7/c1r3e7n31.tif,1,3,7,31,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
781,781,DATASET/A1/c1/r3/images/e7/c1r3e7n32.tif,1,3,7,32,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
782,782,DATASET/A1/c1/r3/images/e7/c1r3e7n33.tif,1,3,7,33,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
783,783,DATASET/A1/c1/r3/images/e7/c1r3e7n34.tif,1,3,7,34,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
784,784,DATASET/A1/c1/r3/images/e7/c1r3e7n35.tif,1,3,7,35,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

Inclinado 15 grados.",7
785,785,DATASET/A1/c1/r3/images/e7/c1r3e7n36.tif,1,3,7,36,La distancia de la cámara aumentó de 13 cm a 20 cm.,7
786,786,DATASET/A1/c1/r3/images/e7/c1r3e7n37.tif,1,3,7,37,La distancia de la cámara aumentó de 13 cm a 20 cm.,7
787,787,DATASET/A1/c1/r3/images/e7/c1r3e7n38.tif,1,3,7,38,La distancia de la cámara aumentó de 13 cm a 20 cm.,7
788,788,DATASET/A1/c1/r3/images/e7/c1r3e7n39.tif,1,3,7,39,La distancia de la cámara aumentó de 13 cm a 20 cm.,7
789,789,DATASET/A1/c1/r3/images/e7/c1r3e7n40.tif,1,3,7,40,La distancia de la cámara aumentó de 13 cm a 20 cm.,7
790,790,DATASET/A1/c1/r3/images/e7/c1r3e7n41.tif,1,3,7,41,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
791,791,DATASET/A1/c1/r3/images/e7/c1r3e7n42.tif,1,3,7,42,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
792,792,DATASET/A1/c1/r3/images/e7/c1r3e7n43.tif,1,3,7,43,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
793,793,DATASET/A1/c1/r3/images/e7/c1r3e7n44.tif,1,3,7,44,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
794,794,DATASET/A1/c1/r3/images/e7/c1r3e7n45.tif,1,3,7,45,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
795,795,DATASET/A1/c1/r3/images/e7/c1r3e7n46.tif,1,3,7,46,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
796,796,DATASET/A1/c1/r3/images/e7/c1r3e7n47.tif,1,3,7,47,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
797,797,DATASET/A1/c1/r3/images/e7/c1r3e7n48.tif,1,3,7,48,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
798,798,DATASET/A1/c1/r3/images/e7/c1r3e7n49.tif,1,3,7,49,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
799,799,DATASET/A1/c1/r3/images/e7/c1r3e7n50.tif,1,3,7,50,"La distancia de la cámara aumentó de 13 cm a 20 cm y la cámara cambió

-15 grados inclinados.",7
800,800,DATASET/A1/c2/r2/images/e0/c2r2e0n1.tif,2,2,0,1,No error,1
801,801,DATASET/A1/c2/r2/images/e0/c2r2e0n2.tif,2,2,0,2,No error,1
802,802,DATASET/A1/c2/r2/images/e0/c2r2e0n3.tif,2,2,0,3,No error,1
803,803,DATASET/A1/c2/r2/images/e0/c2r2e0n4.tif,2,2,0,4,No error,1
804,804,DATASET/A1/c2/r2/images/e0/c2r2e0n5.tif,2,2,0,5,No error,1
805,805,DATASET/A1/c2/r2/images/e0/c2r2e0n6.tif,2,2,0,6,No error,1
806,806,DATASET/A1/c2/r2/images/e0/c2r2e0n7.tif,2,2,0,7,No error,1
807,807,DATASET/A1/c2/r2/images/e0/c2r2e0n8.tif,2,2,0,8,No error,1
808,808,DATASET/A1/c2/r2/images/e0/c2r2e0n9.tif,2,2,0,9,No error,1
809,809,DATASET/A1/c2/r2/images/e0/c2r2e0n10.tif,2,2,0,10,No error,1
810,810,DATASET/A1/c2/r2/images/e0/c2r2e0n11.tif,2,2,0,11,No error,1
811,811,DATASET/A1/c2/r2/images/e0/c2r2e0n12.tif,2,2,0,12,No error,1
812,812,DATASET/A1/c2/r2/images/e0/c2r2e0n13.tif,2,2,0,13,No error,1
813,813,DATASET/A1/c2/r2/images/e0/c2r2e0n14.tif,2,2,0,14,No error,1
814,814,DATASET/A1/c2/r2/images/e0/c2r2e0n15.tif,2,2,0,15,No error,1
815,815,DATASET/A1/c2/r2/images/e0/c2r2e0n16.tif,2,2,0,16,No error,1
816,816,DATASET/A1/c2/r2/images/e0/c2r2e0n17.tif,2,2,0,17,No error,1
817,817,DATASET/A1/c2/r2/images/e0/c2r2e0n18.tif,2,2,0,18,No error,1
818,818,DATASET/A1/c2/r2/images/e0/c2r2e0n19.tif,2,2,0,19,No error,1
819,819,DATASET/A1/c2/r2/images/e0/c2r2e0n20.tif,2,2,0,20,No error,1
820,820,DATASET/A1/c2/r2/images/e0/c2r2e0n21.tif,2,2,0,21,No error,1
821,821,DATASET/A1/c2/r2/images/e0/c2r2e0n22.tif,2,2,0,22,No error,1
822,822,DATASET/A1/c2/r2/images/e0/c2r2e0n23.tif,2,2,0,23,No error,1
823,823,DATASET/A1/c2/r2/images/e0/c2r2e0n24.tif,2,2,0,24,No error,1
824,824,DATASET/A1/c2/r2/images/e0/c2r2e0n25.tif,2,2,0,25,No error,1
825,825,DATASET/A1/c2/r2/images/e0/c2r2e0n26.tif,2,2,0,26,No error,1
826,826,DATASET/A1/c2/r2/images/e0/c2r2e0n27.tif,2,2,0,27,No error,1
827,827,DATASET/A1/c2/r2/images/e0/c2r2e0n28.tif,2,2,0,28,No error,1
828,828,DATASET/A1/c2/r2/images/e0/c2r2e0n29.tif,2,2,0,29,No error,1
829,829,DATASET/A1/c2/r2/images/e0/c2r2e0n30.tif,2,2,0,30,No error,1
830,830,DATASET/A1/c2/r2/images/e0/c2r2e0n31.tif,2,2,0,31,No error,1
831,831,DATASET/A1/c2/r2/images/e0/c2r2e0n32.tif,2,2,0,32,No error,1
832,832,DATASET/A1/c2/r2/images/e0/c2r2e0n33.tif,2,2,0,33,No error,1
833,833,DATASET/A1/c2/r2/images/e0/c2r2e0n34.tif,2,2,0,34,No error,1
834,834,DATASET/A1/c2/r2/images/e0/c2r2e0n35.tif,2,2,0,35,No error,1
835,835,DATASET/A1/c2/r2/images/e0/c2r2e0n36.tif,2,2,0,36,No error,1
836,836,DATASET/A1/c2/r2/images/e0/c2r2e0n37.tif,2,2,0,37,No error,1
837,837,DATASET/A1/c2/r2/images/e0/c2r2e0n38.tif,2,2,0,38,No error,1
838,838,DATASET/A1/c2/r2/images/e0/c2r2e0n39.tif,2,2,0,39,No error,1
839,839,DATASET/A1/c2/r2/images/e0/c2r2e0n40.tif,2,2,0,40,No error,1
840,840,DATASET/A1/c2/r2/images/e0/c2r2e0n41.tif,2,2,0,41,No error,1
841,841,DATASET/A1/c2/r2/images/e0/c2r2e0n42.tif,2,2,0,42,No error,1
842,842,DATASET/A1/c2/r2/images/e0/c2r2e0n43.tif,2,2,0,43,No error,1
843,843,DATASET/A1/c2/r2/images/e0/c2r2e0n44.tif,2,2,0,44,No error,1
844,844,DATASET/A1/c2/r2/images/e0/c2r2e0n45.tif,2,2,0,45,No error,1
845,845,DATASET/A1/c2/r2/images/e0/c2r2e0n46.tif,2,2,0,46,No error,1
846,846,DATASET/A1/c2/r2/images/e0/c2r2e0n47.tif,2,2,0,47,No error,1
847,847,DATASET/A1/c2/r2/images/e0/c2r2e0n48.tif,2,2,0,48,No error,1
848,848,DATASET/A1/c2/r2/images/e0/c2r2e0n49.tif,2,2,0,49,No error,1
849,849,DATASET/A1/c2/r2/images/e0/c2r2e0n50.tif,2,2,0,50,No error,1
850,850,DATASET/A1/c2/r2/images/e1/c2r2e1n1.tif,2,2,1,1,Pequeño agujero en la mitad inferior de la imagen.,2
851,851,DATASET/A1/c2/r2/images/e1/c2r2e1n2.tif,2,2,1,2,Pequeño agujero en la mitad inferior de la imagen.,2
852,852,DATASET/A1/c2/r2/images/e1/c2r2e1n3.tif,2,2,1,3,Pequeño agujero en la mitad inferior de la imagen.,2
853,853,DATASET/A1/c2/r2/images/e1/c2r2e1n4.tif,2,2,1,4,Pequeño agujero en la mitad superior de la imagen.,2
854,854,DATASET/A1/c2/r2/images/e1/c2r2e1n5.tif,2,2,1,5,Pequeño agujero en la mitad superior de la imagen.,2
855,855,DATASET/A1/c2/r2/images/e1/c2r2e1n6.tif,2,2,1,6,Pequeño agujero en la mitad inferior de la imagen.,2
856,856,DATASET/A1/c2/r2/images/e1/c2r2e1n7.tif,2,2,1,7,Pequeño agujero en la mitad inferior de la imagen.,2
857,857,DATASET/A1/c2/r2/images/e1/c2r2e1n8.tif,2,2,1,8,Pequeño agujero en la mitad inferior de la imagen.,2
858,858,DATASET/A1/c2/r2/images/e1/c2r2e1n9.tif,2,2,1,9,Pequeño agujero en la mitad inferior de la imagen.,2
859,859,DATASET/A1/c2/r2/images/e1/c2r2e1n10.tif,2,2,1,10,Pequeño agujero en la mitad inferior de la imagen.,2
860,860,DATASET/A1/c2/r2/images/e1/c2r2e1n11.tif,2,2,1,11,Agujero de tamaño mediano en la mitad inferior de la imagen.,2
861,861,DATASET/A1/c2/r2/images/e1/c2r2e1n12.tif,2,2,1,12,Agujero de tamaño mediano en la mitad inferior de la imagen.,2
862,862,DATASET/A1/c2/r2/images/e1/c2r2e1n13.tif,2,2,1,13,Agujero de tamaño mediano en la mitad inferior de la imagen.,2
863,863,DATASET/A1/c2/r2/images/e1/c2r2e1n14.tif,2,2,1,14,Agujero de tamaño mediano en la mitad superior de la imagen.,2
864,864,DATASET/A1/c2/r2/images/e1/c2r2e1n15.tif,2,2,1,15,Agujero de tamaño mediano en la mitad inferior de la imagen.,2
865,865,DATASET/A1/c2/r2/images/e1/c2r2e1n16.tif,2,2,1,16,Agujero de tamaño mediano en la mitad inferior de la imagen.,2
866,866,DATASET/A1/c2/r2/images/e1/c2r2e1n17.tif,2,2,1,17,Agujero de tamaño mediano en la mitad inferior de la imagen.,2
867,867,DATASET/A1/c2/r2/images/e1/c2r2e1n18.tif,2,2,1,18,Gran agujero en la mitad inferior de la imagen.,2
868,868,DATASET/A1/c2/r2/images/e1/c2r2e1n19.tif,2,2,1,19,Gran agujero en la mitad inferior de la imagen.,2
869,869,DATASET/A1/c2/r2/images/e1/c2r2e1n20.tif,2,2,1,20,Gran agujero en la mitad superior de la imagen.,2
870,870,DATASET/A1/c2/r2/images/e1/c2r2e1n21.tif,2,2,1,21,Gran agujero en la mitad inferior de la imagen.,2
871,871,DATASET/A1/c2/r2/images/e1/c2r2e1n22.tif,2,2,1,22,Gran agujero en la mitad inferior de la imagen.,2
872,872,DATASET/A1/c2/r2/images/e1/c2r2e1n23.tif,2,2,1,23,Gran agujero en la mitad superior de la imagen.,2
873,873,DATASET/A1/c2/r2/images/e1/c2r2e1n24.tif,2,2,1,24,Gran agujero en la mitad inferior de la imagen.,2
874,874,DATASET/A1/c2/r2/images/e1/c2r2e1n25.tif,2,2,1,25,Gran agujero en la mitad inferior de la imagen.,2
875,875,DATASET/A1/c2/r2/images/e1/c2r2e1n26.tif,2,2,1,26,Agujero pequeño y corte en la mitad inferior de la imagen.,2
876,876,DATASET/A1/c2/r2/images/e1/c2r2e1n27.tif,2,2,1,27,Agujero pequeño y corte en la mitad inferior de la imagen.,2
877,877,DATASET/A1/c2/r2/images/e1/c2r2e1n28.tif,2,2,1,28,Agujero pequeño y corte en la mitad superior de la imagen.,2
878,878,DATASET/A1/c2/r2/images/e1/c2r2e1n29.tif,2,2,1,29,Agujero pequeño y corte en la mitad inferior de la imagen.,2
879,879,DATASET/A1/c2/r2/images/e1/c2r2e1n30.tif,2,2,1,30,Agujero pequeño y corte en la mitad superior de la imagen.,2
880,880,DATASET/A1/c2/r2/images/e1/c2r2e1n31.tif,2,2,1,31,Agujero pequeño y corte en la mitad inferior de la imagen.,2
881,881,DATASET/A1/c2/r2/images/e1/c2r2e1n32.tif,2,2,1,32,Agujero pequeño y corte en la mitad superior de la imagen.,2
882,882,DATASET/A1/c2/r2/images/e1/c2r2e1n33.tif,2,2,1,33,Agujero pequeño y corte en la mitad inferior de la imagen.,2
883,883,DATASET/A1/c2/r2/images/e1/c2r2e1n34.tif,2,2,1,34,Agujero pequeño y corte en la mitad inferior de la imagen.,2
884,884,DATASET/A1/c2/r2/images/e1/c2r2e1n35.tif,2,2,1,35,Agujero pequeño y corte en la mitad inferior de la imagen.,2
885,885,DATASET/A1/c2/r2/images/e1/c2r2e1n36.tif,2,2,1,36,Agujero pequeño y corte en la mitad inferior de la imagen.,2
886,886,DATASET/A1/c2/r2/images/e1/c2r2e1n37.tif,2,2,1,37,Agujero pequeño y corte en la mitad superior de la imagen.,2
887,887,DATASET/A1/c2/r2/images/e1/c2r2e1n38.tif,2,2,1,38,Agujero pequeño y corte en la mitad inferior de la imagen.,2
888,888,DATASET/A1/c2/r2/images/e1/c2r2e1n39.tif,2,2,1,39,Gran agujero en la mitad inferior de la imagen.,2
889,889,DATASET/A1/c2/r2/images/e1/c2r2e1n40.tif,2,2,1,40,Gran agujero en la mitad inferior de la imagen.,2
890,890,DATASET/A1/c2/r2/images/e1/c2r2e1n41.tif,2,2,1,41,Pequeño agujero en la mitad inferior de la imagen.,2
891,891,DATASET/A1/c2/r2/images/e1/c2r2e1n42.tif,2,2,1,42,Pequeño agujero en la mitad inferior de la imagen.,2
892,892,DATASET/A1/c2/r2/images/e1/c2r2e1n43.tif,2,2,1,43,Pequeño agujero en la mitad inferior de la imagen.,2
893,893,DATASET/A1/c2/r2/images/e1/c2r2e1n44.tif,2,2,1,44,Pequeño agujero en la mitad inferior de la imagen.,2
894,894,DATASET/A1/c2/r2/images/e1/c2r2e1n45.tif,2,2,1,45,Pequeño agujero en la mitad inferior de la imagen.,2
895,895,DATASET/A1/c2/r2/images/e1/c2r2e1n46.tif,2,2,1,46,Pequeño agujero en la mitad inferior de la imagen.,2
896,896,DATASET/A1/c2/r2/images/e1/c2r2e1n47.tif,2,2,1,47,Pequeño agujero en la mitad inferior de la imagen.,2
897,897,DATASET/A1/c2/r2/images/e1/c2r2e1n48.tif,2,2,1,48,Pequeño agujero en la mitad inferior de la imagen.,2
898,898,DATASET/A1/c2/r2/images/e1/c2r2e1n49.tif,2,2,1,49,Pequeño agujero en la mitad superior de la imagen.,2
899,899,DATASET/A1/c2/r2/images/e1/c2r2e1n50.tif,2,2,1,50,Pequeño agujero en la mitad superior de la imagen.,2
900,900,DATASET/A1/c2/r2/images/e2/c2r2e2n1.tif,2,2,2,1,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
901,901,DATASET/A1/c2/r2/images/e2/c2r2e2n2.tif,2,2,2,2,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
902,902,DATASET/A1/c2/r2/images/e2/c2r2e2n3.tif,2,2,2,3,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
903,903,DATASET/A1/c2/r2/images/e2/c2r2e2n4.tif,2,2,2,4,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
904,904,DATASET/A1/c2/r2/images/e2/c2r2e2n5.tif,2,2,2,5,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
905,905,DATASET/A1/c2/r2/images/e2/c2r2e2n6.tif,2,2,2,6,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
906,906,DATASET/A1/c2/r2/images/e2/c2r2e2n7.tif,2,2,2,7,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
907,907,DATASET/A1/c2/r2/images/e2/c2r2e2n8.tif,2,2,2,8,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
908,908,DATASET/A1/c2/r2/images/e2/c2r2e2n9.tif,2,2,2,9,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
909,909,DATASET/A1/c2/r2/images/e2/c2r2e2n10.tif,2,2,2,10,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
910,910,DATASET/A1/c2/r2/images/e2/c2r2e2n11.tif,2,2,2,11,Pequeña mancha en la mitad inferior de la imagen.,4
911,911,DATASET/A1/c2/r2/images/e2/c2r2e2n12.tif,2,2,2,12,Pequeña mancha en la mitad superior de la imagen.,4
912,912,DATASET/A1/c2/r2/images/e2/c2r2e2n13.tif,2,2,2,13,Pequeña mancha en la mitad inferior de la imagen.,4
913,913,DATASET/A1/c2/r2/images/e2/c2r2e2n14.tif,2,2,2,14,Pequeña mancha en la mitad superior de la imagen.,4
914,914,DATASET/A1/c2/r2/images/e2/c2r2e2n15.tif,2,2,2,15,Pequeña mancha en la mitad superior de la imagen.,4
915,915,DATASET/A1/c2/r2/images/e2/c2r2e2n16.tif,2,2,2,16,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
916,916,DATASET/A1/c2/r2/images/e2/c2r2e2n17.tif,2,2,2,17,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
917,917,DATASET/A1/c2/r2/images/e2/c2r2e2n18.tif,2,2,2,18,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
918,918,DATASET/A1/c2/r2/images/e2/c2r2e2n19.tif,2,2,2,19,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
919,919,DATASET/A1/c2/r2/images/e2/c2r2e2n20.tif,2,2,2,20,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
920,920,DATASET/A1/c2/r2/images/e2/c2r2e2n21.tif,2,2,2,21,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
921,921,DATASET/A1/c2/r2/images/e2/c2r2e2n22.tif,2,2,2,22,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
922,922,DATASET/A1/c2/r2/images/e2/c2r2e2n23.tif,2,2,2,23,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
923,923,DATASET/A1/c2/r2/images/e2/c2r2e2n24.tif,2,2,2,24,Mancha de color de tamaño mediano en la mitad inferior de la imagen.,4
924,924,DATASET/A1/c2/r2/images/e2/c2r2e2n25.tif,2,2,2,25,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
925,925,DATASET/A1/c2/r2/images/e2/c2r2e2n26.tif,2,2,2,26,Mancha de grasa en el borde inferior de la imagen.,4
926,926,DATASET/A1/c2/r2/images/e2/c2r2e2n27.tif,2,2,2,27,Mancha de grasa en el borde inferior de la imagen.,4
927,927,DATASET/A1/c2/r2/images/e2/c2r2e2n28.tif,2,2,2,28,Mancha de grasa en el borde inferior de la imagen.,4
928,928,DATASET/A1/c2/r2/images/e2/c2r2e2n29.tif,2,2,2,29,Mancha de grasa en el borde superior de la imagen.,4
929,929,DATASET/A1/c2/r2/images/e2/c2r2e2n30.tif,2,2,2,30,Mancha de grasa en el borde superior de la imagen.,4
930,930,DATASET/A1/c2/r2/images/e2/c2r2e2n31.tif,2,2,2,31,Mancha de grasa en el borde superior de la imagen.,4
931,931,DATASET/A1/c2/r2/images/e2/c2r2e2n32.tif,2,2,2,32,Dos manchas de color en la imagen.,4
932,932,DATASET/A1/c2/r2/images/e2/c2r2e2n33.tif,2,2,2,33,Mancha de grasa en el borde inferior de la imagen.,4
933,933,DATASET/A1/c2/r2/images/e2/c2r2e2n34.tif,2,2,2,34,Mancha de grasa en el borde inferior de la imagen.,4
934,934,DATASET/A1/c2/r2/images/e2/c2r2e2n35.tif,2,2,2,35,Mancha de grasa en el borde superior de la imagen y mancha de color en el borde izquierdo de la imagen.,4
935,935,DATASET/A1/c2/r2/images/e2/c2r2e2n36.tif,2,2,2,36,Pequeña mancha en el borde inferior de la imagen.,4
936,936,DATASET/A1/c2/r2/images/e2/c2r2e2n37.tif,2,2,2,37,Pequeña mancha en el borde inferior de la imagen.,4
937,937,DATASET/A1/c2/r2/images/e2/c2r2e2n38.tif,2,2,2,38,Pequeña mancha en el borde inferior de la imagen.,4
938,938,DATASET/A1/c2/r2/images/e2/c2r2e2n39.tif,2,2,2,39,Pequeña mancha en el borde inferior de la imagen.,4
939,939,DATASET/A1/c2/r2/images/e2/c2r2e2n40.tif,2,2,2,40,"Mancha de color pequeña en el borde inferior de la imagen y mancha de color en el

esquina superior derecha.",4
940,940,DATASET/A1/c2/r2/images/e2/c2r2e2n41.tif,2,2,2,41,Dos manchas de color en la imagen.,4
941,941,DATASET/A1/c2/r2/images/e2/c2r2e2n42.tif,2,2,2,42,Dos manchas de color en la imagen.,4
942,942,DATASET/A1/c2/r2/images/e2/c2r2e2n43.tif,2,2,2,43,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
943,943,DATASET/A1/c2/r2/images/e2/c2r2e2n44.tif,2,2,2,44,Mancha de grasa en el borde superior de la imagen.,4
944,944,DATASET/A1/c2/r2/images/e2/c2r2e2n45.tif,2,2,2,45,Mancha de grasa en el borde inferior de la imagen.,4
945,945,DATASET/A1/c2/r2/images/e2/c2r2e2n46.tif,2,2,2,46,Mancha de color de tamaño mediano en la mitad superior de la imagen.,4
946,946,DATASET/A1/c2/r2/images/e2/c2r2e2n47.tif,2,2,2,47,Dos manchas de color en la imagen.,4
947,947,DATASET/A1/c2/r2/images/e2/c2r2e2n48.tif,2,2,2,48,Mancha de grasa en el borde inferior de la imagen.,4
948,948,DATASET/A1/c2/r2/images/e2/c2r2e2n49.tif,2,2,2,49,Mancha de grasa en el borde superior de la imagen.,4
949,949,DATASET/A1/c2/r2/images/e2/c2r2e2n50.tif,2,2,2,50,Mancha de grasa en el borde inferior de la imagen.,4
950,950,DATASET/A1/c2/r2/images/e3/c2r2e3n1.tif,2,2,3,1,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
951,951,DATASET/A1/c2/r2/images/e3/c2r2e3n2.tif,2,2,3,2,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
952,952,DATASET/A1/c2/r2/images/e3/c2r2e3n3.tif,2,2,3,3,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
953,953,DATASET/A1/c2/r2/images/e3/c2r2e3n4.tif,2,2,3,4,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
954,954,DATASET/A1/c2/r2/images/e3/c2r2e3n5.tif,2,2,3,5,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
955,955,DATASET/A1/c2/r2/images/e3/c2r2e3n6.tif,2,2,3,6,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
956,956,DATASET/A1/c2/r2/images/e3/c2r2e3n7.tif,2,2,3,7,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
957,957,DATASET/A1/c2/r2/images/e3/c2r2e3n8.tif,2,2,3,8,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
958,958,DATASET/A1/c2/r2/images/e3/c2r2e3n9.tif,2,2,3,9,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
959,959,DATASET/A1/c2/r2/images/e3/c2r2e3n10.tif,2,2,3,10,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
960,960,DATASET/A1/c2/r2/images/e3/c2r2e3n11.tif,2,2,3,11,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
961,961,DATASET/A1/c2/r2/images/e3/c2r2e3n12.tif,2,2,3,12,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
962,962,DATASET/A1/c2/r2/images/e3/c2r2e3n13.tif,2,2,3,13,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
963,963,DATASET/A1/c2/r2/images/e3/c2r2e3n14.tif,2,2,3,14,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
964,964,DATASET/A1/c2/r2/images/e3/c2r2e3n15.tif,2,2,3,15,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
965,965,DATASET/A1/c2/r2/images/e3/c2r2e3n16.tif,2,2,3,16,Defecto de hilo de tamaño mediano en el borde inferior de la imagen.,3
966,966,DATASET/A1/c2/r2/images/e3/c2r2e3n17.tif,2,2,3,17,Defecto de hilo de tamaño mediano en el borde inferior de la imagen.,3
967,967,DATASET/A1/c2/r2/images/e3/c2r2e3n18.tif,2,2,3,18,Defecto de hilo de tamaño mediano en el borde inferior de la imagen.,3
968,968,DATASET/A1/c2/r2/images/e3/c2r2e3n19.tif,2,2,3,19,Defecto de hilo de tamaño mediano en el borde inferior de la imagen.,3
969,969,DATASET/A1/c2/r2/images/e3/c2r2e3n20.tif,2,2,3,20,Defecto de hilo de tamaño mediano en el borde inferior de la imagen.,3
970,970,DATASET/A1/c2/r2/images/e3/c2r2e3n21.tif,2,2,3,21,Defecto de hilo de tamaño mediano en el centro de la imagen.,3
971,971,DATASET/A1/c2/r2/images/e3/c2r2e3n22.tif,2,2,3,22,Defecto de hilo de tamaño mediano en el borde inferior de la imagen.,3
972,972,DATASET/A1/c2/r2/images/e3/c2r2e3n23.tif,2,2,3,23,Pequeño defecto de hilo en el centro de la imagen.,3
973,973,DATASET/A1/c2/r2/images/e3/c2r2e3n24.tif,2,2,3,24,Pequeño defecto de hilo en el borde inferior de la imagen.,3
974,974,DATASET/A1/c2/r2/images/e3/c2r2e3n25.tif,2,2,3,25,Pequeño defecto de hilo en el centro de la imagen.,3
975,975,DATASET/A1/c2/r2/images/e3/c2r2e3n26.tif,2,2,3,26,Pequeño defecto de hilo en el centro de la imagen.,3
976,976,DATASET/A1/c2/r2/images/e3/c2r2e3n27.tif,2,2,3,27,Pequeño defecto de hilo en el centro de la imagen.,3
977,977,DATASET/A1/c2/r2/images/e3/c2r2e3n28.tif,2,2,3,28,Defecto de hilo en la parte superior de la imagen.,3
978,978,DATASET/A1/c2/r2/images/e3/c2r2e3n29.tif,2,2,3,29,Pequeño defecto de hilo en el centro de la imagen.,3
979,979,DATASET/A1/c2/r2/images/e3/c2r2e3n30.tif,2,2,3,30,Pequeño defecto de hilo en el centro de la imagen.,3
980,980,DATASET/A1/c2/r2/images/e3/c2r2e3n31.tif,2,2,3,31,Gran defecto de hilo en la imagen.,3
981,981,DATASET/A1/c2/r2/images/e3/c2r2e3n32.tif,2,2,3,32,Gran defecto de hilo en la imagen.,3
982,982,DATASET/A1/c2/r2/images/e3/c2r2e3n33.tif,2,2,3,33,Gran defecto de hilo en la imagen.,3
