,image_path,Taca oli,Carrera,Agujero,Hilo fino horizontal2,Tensión horizontal,Barrado,Borrissol,Hilo fino horizontal,Punto escapado
2012,7f6cb367-frame0-00-09.60.jpg,0,0,0,0,0,0,0,0,0
2014,2a381f46-frame0-00-10.07.jpg,0,0,0,0,0,0,0,1,0
2016,4163f75d-frame0-00-21.71.jpg,0,0,0,0,0,0,0,0,0
2017,772c3a64-frame0-00-37.59.jpg,0,0,0,0,0,0,0,0,0
2019,05c51792-frame0-00-03.31.jpg,0,0,0,0,0,0,0,1,0
2021,51531826-frame0-00-01.02.jpg,0,0,0,0,0,0,0,0,0
2023,05b29c69-frame0-00-09.88.jpg,0,0,0,0,0,0,0,0,0
2024,7342655a-frame0-00-05.69.jpg,0,0,0,0,0,0,0,0,0
2026,6d85f4de-frame0-00-09.34.jpg,0,0,0,0,0,0,0,0,0
2028,4b2f2b4e-frame0-00-07.35.jpg,0,0,0,0,0,0,0,1,0
2029,4528b0aa-frame0-00-18.62.jpg,0,0,0,0,0,0,0,0,0
2031,5b76d7d2-frame0-00-25.79.jpg,0,0,0,1,0,0,0,0,0
2032,2e61e7b7-frame0-00-13.86.jpg,0,0,0,0,0,0,0,0,0
2033,14da31e9-frame0-00-05.08.jpg,0,0,0,0,0,0,0,1,0
2035,72eaff27-frame0-00-03.80.jpg,0,0,0,0,0,0,0,1,0
2036,88ba635b-frame0-00-16.42.jpg,0,0,0,0,0,0,0,0,0
2037,52b5ec6c-frame0-00-20.85.jpg,0,0,0,0,0,0,0,1,0
2038,35ab59cc-frame0-00-22.08.jpg,0,0,0,0,0,0,0,0,0
2039,7f73bc7c-frame0-00-17.57.jpg,0,1,0,1,0,0,0,0,0
2040,6a0a244c-frame0-00-19.94.jpg,0,0,0,0,0,0,0,1,0
2041,13e8271c-frame0-00-10.29.jpg,0,0,0,1,0,0,0,0,0
2043,48d4ca82-frame0-00-15.12.jpg,0,0,0,0,0,0,0,0,0
2046,3342d734-frame0-00-41.01.jpg,0,0,0,0,0,0,0,0,0
2047,5dc17275-frame0-00-09.23.jpg,0,0,0,0,0,0,0,0,0
2048,54d6550f-frame0-00-03.80.jpg,0,0,0,0,0,0,0,0,0
2049,89784c2b-frame0-00-07.30.jpg,0,0,0,1,0,0,0,0,0
2050,1e183f68-frame0-00-18.26.jpg,0,0,0,1,0,0,0,0,0
2052,8c463add-frame0-00-15.74.jpg,0,0,0,1,0,0,0,0,0
2055,61e06865-frame0-00-14.54.jpg,0,0,0,0,0,0,0,0,0
2056,75f66766-frame0-00-43.15.jpg,0,0,0,0,0,0,0,0,0
2058,808ba992-frame0-00-23.05.jpg,0,0,0,0,0,0,0,0,0
2059,6abc1c2e-frame0-00-06.20.jpg,0,0,0,0,0,0,0,0,0
2060,6b5156ea-frame0-00-13.75.jpg,0,0,0,0,0,0,0,0,0
2061,0bbf9909-frame0-00-19.05.jpg,0,0,0,0,0,0,0,0,0
2062,51b6960a-frame0-00-11.72.jpg,0,0,0,0,0,0,0,1,0
2063,0ce60762-frame0-00-08.01.jpg,0,0,0,0,0,0,0,0,0
2066,4146d792-frame0-00-23.88.jpg,0,0,0,1,0,0,0,0,0
2068,3509a4b9-frame0-00-04.20.jpg,0,0,0,0,0,0,0,0,0
2069,0f07b1c8-frame0-00-02.06.jpg,0,0,0,0,0,0,0,0,0
2070,3bbe5e32-frame0-00-41.07.jpg,0,0,0,0,0,0,0,0,0
2071,1dc08be7-frame0-00-05.68.jpg,0,0,0,0,0,0,0,0,0
2072,1d0d6874-frame0-00-17.23.jpg,0,0,0,0,0,0,0,1,0
2074,5ef77d30-frame0-00-14.09.jpg,0,0,0,0,0,0,0,0,0
2075,133543f2-frame0-00-09.72.jpg,0,0,0,1,0,0,0,0,0
2077,59b70f8b-frame0-00-13.29.jpg,0,0,0,0,0,0,0,0,0
2079,016426d0-frame0-00-14.84.jpg,0,0,0,1,0,0,0,0,0
2082,11ace281-frame0-00-19.29.jpg,0,0,0,0,0,0,0,1,0
2084,5a52f764-frame0-00-13.69.jpg,0,0,0,0,0,0,0,1,0
2085,31a4a0a6-frame0-00-12.67.jpg,0,0,0,0,0,0,0,0,0
2086,7a445504-frame0-00-04.90.jpg,0,0,0,0,0,0,0,1,0
2087,5f6f21e9-frame0-00-43.25.jpg,0,0,0,0,0,0,0,0,0
2088,0bd689ec-frame0-00-22.67.jpg,0,0,0,0,0,0,0,0,0
2089,0b3de569-frame0-00-33.35.jpg,1,0,0,0,0,0,0,0,0
2091,0fbfe170-frame0-00-00.29.jpg,0,0,0,0,0,0,0,1,0
2095,0cfb5fe6-frame0-00-01.86.jpg,0,0,0,0,0,0,0,0,0
2097,48f4b3c8-frame0-00-11.01.jpg,0,0,0,0,0,0,0,1,0
2102,7630922d-frame0-00-00.38.jpg,0,0,0,0,0,0,0,1,0
2105,3aa6567e-frame0-00-17.65.jpg,0,0,0,1,0,0,0,0,0
2110,6248d74d-frame0-00-00.95.jpg,0,0,0,0,0,0,0,0,0
2111,16c4bd0d-frame0-00-03.71.jpg,0,0,0,1,0,0,0,0,0
2112,42d0067d-frame0-00-11.04.jpg,0,0,0,0,0,0,0,1,0
2113,7f481678-frame0-00-03.79.jpg,0,0,0,0,0,0,0,1,0
2118,70de9750-frame0-00-09.23.jpg,0,0,0,0,0,0,0,0,0
2119,15593a7a-frame0-00-18.96.jpg,0,0,0,0,0,0,0,0,0
2121,8305657f-frame0-00-01.35.jpg,0,0,0,0,0,0,0,1,0
2122,22904a54-frame0-00-09.26.jpg,0,0,0,0,0,0,0,1,0
2124,685b4f97-frame0-00-18.29.jpg,0,0,0,1,0,0,0,0,0
2126,0677e0ae-frame0-00-26.42.jpg,0,0,0,1,0,0,0,0,0
2128,03ebb23e-frame0-00-06.58.jpg,0,0,0,0,0,0,0,0,0
2129,4cfcfed9-frame0-00-19.13.jpg,0,0,0,0,0,0,0,1,0
2130,8be419fa-frame0-00-30.58.jpg,0,0,0,0,0,0,0,0,0
2131,3a86279f-frame0-00-19.86.jpg,0,0,0,0,0,0,0,1,0
2132,8b11fe53-frame0-00-09.57.jpg,0,0,0,0,0,0,0,0,0
2133,8488100c-frame0-00-19.05.jpg,0,0,0,0,0,0,0,0,0
2135,1edbe683-frame0-00-08.02.jpg,0,0,0,0,0,0,0,0,0
2136,7196de7c-frame0-00-35.46.jpg,0,0,0,0,0,0,0,0,0
2137,4c2cbebd-frame0-00-25.07.jpg,0,0,0,1,0,0,0,0,0
2139,6e0ede6b-frame0-00-29.98.jpg,0,0,0,0,0,0,0,0,0
2140,1ad5c77e-frame0-00-08.15.jpg,0,0,0,0,0,0,0,1,0
2142,1d8a73b6-frame0-00-08.12.jpg,0,0,0,0,0,0,0,0,0
2143,5ab1c3ae-frame0-00-09.00.jpg,0,0,0,0,0,0,0,0,0
2145,8984ed2b-frame0-00-00.92.jpg,0,0,0,0,0,0,0,1,0
2147,2d08bb10-frame0-00-10.56.jpg,0,0,0,0,0,0,0,1,0
2149,41fcb07f-frame0-00-16.27.jpg,0,0,0,0,0,0,0,0,0
2150,678347ec-frame0-00-12.67.jpg,0,0,0,0,0,0,0,0,0
2151,00e5d122-frame0-00-32.65.jpg,0,0,0,0,0,0,0,0,0
2152,0af8127a-frame0-00-16.68.jpg,0,0,0,0,0,0,0,0,0
2153,5f3a30b2-frame0-00-04.42.jpg,0,0,0,0,0,0,0,0,0
2154,0d0c9b54-frame0-00-19.38.jpg,0,0,0,0,0,0,0,0,0
2157,0e1a83e9-frame0-00-19.06.jpg,0,0,0,0,0,0,0,1,0
2158,28a4a381-frame0-00-20.96.jpg,0,0,0,0,0,0,0,0,0
2159,1d8abc59-frame0-00-04.28.jpg,0,0,0,0,0,0,0,1,0
2162,1ce8f36a-frame0-00-13.97.jpg,0,0,0,0,0,0,0,1,0
2163,12d5ff26-frame0-00-19.20.jpg,0,0,0,0,0,0,0,0,0
2166,7648445b-frame0-00-34.97.jpg,0,0,0,0,0,0,0,0,0
2167,1e574dae-frame0-00-19.86.jpg,0,0,0,0,0,0,0,0,0
2170,7240c519-frame0-00-12.20.jpg,0,0,0,0,0,0,0,1,0
2172,7c0f4aa7-frame0-00-00.34.jpg,0,0,0,0,0,0,0,1,0
2173,687e20c2-frame0-00-21.62.jpg,0,0,0,0,0,0,0,0,0
2174,62afd8e4-frame0-00-42.40.jpg,0,0,0,0,0,0,0,0,0
2176,5eea3a20-frame0-00-11.55.jpg,0,0,0,0,0,0,0,0,0
2178,49fc7e14-frame0-00-01.48.jpg,0,0,0,0,0,0,0,1,0
2181,839914a8-frame0-00-03.66.jpg,0,0,0,0,0,0,0,1,0
2182,6db5f61b-frame0-00-36.43.jpg,0,0,0,0,0,0,0,0,0
2184,70864b39-frame0-00-12.26.jpg,0,0,0,0,0,0,0,1,0
2187,7365c107-frame0-00-26.30.jpg,0,0,0,1,0,0,0,0,0
2190,0b479cd4-frame0-00-01.51.jpg,0,0,0,0,0,0,0,0,0
2192,30afe170-frame0-00-09.82.jpg,0,0,0,0,0,0,0,0,0
2193,5c2002e2-frame0-00-31.34.jpg,0,0,0,0,0,0,0,0,0
2194,5064e977-frame0-00-43.75.jpg,0,0,0,0,0,0,0,0,0
2195,738ed4e4-frame0-00-39.61.jpg,0,0,0,0,0,0,0,0,0
2196,575b4583-frame0-00-05.07.jpg,0,0,0,0,0,0,0,1,0
2197,8637934c-frame0-00-07.24.jpg,0,0,0,0,0,0,0,1,0
2198,6cbefcdc-frame0-00-05.22.jpg,0,0,0,1,0,0,0,0,0
2200,40bbbc19-frame0-00-10.55.jpg,0,0,0,0,0,0,0,1,0
2202,6d345e31-frame0-00-04.77.jpg,0,0,0,1,0,0,0,0,0
2203,870c0323-frame0-00-35.00.jpg,0,0,0,0,0,0,0,0,0
2204,1a7585cc-frame0-00-02.25.jpg,0,0,0,0,0,0,0,1,0
2207,5641c58f-frame0-00-19.85.jpg,0,0,0,0,0,0,0,0,0
2208,67a8bea9-frame0-00-14.68.jpg,0,0,0,0,0,0,0,0,0
2209,4d6b4c74-frame0-00-01.07.jpg,0,0,0,0,0,0,0,0,0
2215,6e303fbf-frame0-00-17.46.jpg,0,0,0,0,0,0,0,1,0
2216,8cd5a2d3-frame0-00-26.15.jpg,0,0,0,0,0,0,0,0,0
2217,135461bd-frame0-00-29.69.jpg,0,0,0,1,0,0,0,0,0
2218,4d591b2d-frame0-00-14.43.jpg,0,0,0,0,0,0,0,1,0
2222,40ba02c8-frame0-00-01.77.jpg,0,0,0,0,0,0,0,0,0
2223,385adbc1-frame0-00-07.18.jpg,0,0,0,1,0,0,0,0,0
2227,59dcaff4-frame0-00-02.52.jpg,0,0,0,0,0,0,0,0,0
2230,37339930-frame0-00-12.02.jpg,0,0,0,0,0,0,0,0,0
2231,63c76469-frame0-00-22.14.jpg,0,0,0,0,0,0,0,0,0
2232,5dc50aeb-frame0-00-15.28.jpg,0,0,0,0,0,0,0,0,0
2236,7445c158-frame0-00-21.07.jpg,0,0,0,1,0,0,0,0,0
2237,13a773b2-frame0-00-44.35.jpg,0,0,0,0,0,0,0,0,0
2239,53453cf5-frame0-00-22.58.jpg,0,0,0,0,0,0,0,0,0
2240,2035577e-frame0-00-16.26.jpg,0,0,0,0,0,0,0,0,0
2241,4a345038-frame0-00-25.07.jpg,0,0,0,0,0,0,0,0,0
2243,13fe7fe7-frame0-00-36.50.jpg,0,0,0,0,0,0,1,0,0
2246,1ad7a1aa-frame0-00-28.74.jpg,0,0,0,0,0,0,0,0,0
2249,8401424c-frame0-00-10.26.jpg,0,0,0,0,0,0,0,0,0
2250,04522553-frame0-00-00.32.jpg,0,0,0,0,0,0,0,0,0
2251,87afc917-frame0-00-19.45.jpg,0,0,0,0,0,0,0,1,0
2258,578ad276-frame0-00-09.02.jpg,0,0,0,0,0,0,0,1,0
2260,1521ab50-frame0-00-16.07.jpg,0,0,0,0,0,0,0,0,0
2261,1dd91673-frame0-00-18.62.jpg,0,0,0,0,0,0,0,1,0
2262,129b4d94-frame0-00-12.29.jpg,0,0,0,0,0,0,0,0,0
2263,2f05ed6b-frame0-00-11.23.jpg,0,0,0,0,0,0,0,0,0
2265,0ecb390a-frame0-00-07.68.jpg,0,0,0,0,0,0,0,0,0
2266,76ca3276-frame0-00-22.70.jpg,0,0,0,0,0,0,0,0,0
2267,342cfad3-frame0-00-40.07.jpg,0,0,0,0,0,0,0,0,0
2269,199779e4-frame0-00-35.15.jpg,0,0,0,0,0,0,0,0,0
2270,11eff467-frame0-00-19.24.jpg,0,0,0,0,0,0,0,0,0
2271,0a88974f-frame0-00-00.06.jpg,0,0,0,0,0,0,0,0,0
2272,828f7cfa-frame0-00-15.92.jpg,0,0,0,0,0,0,0,1,0
2274,74233512-frame0-00-15.45.jpg,0,0,0,0,0,0,0,0,0
2275,1540fd53-frame0-00-15.74.jpg,0,0,0,0,0,0,0,1,0
2276,0b1f4d78-frame0-00-00.12.jpg,0,0,0,0,0,0,0,1,0
2278,5322d700-frame0-00-07.90.jpg,0,0,0,0,0,0,0,0,0
2280,170bd2cf-frame0-00-07.71.jpg,0,0,0,0,0,0,0,1,0
2282,0a99138c-frame0-00-22.02.jpg,0,0,0,1,0,0,0,0,0
2285,84c1baba-frame0-00-05.00.jpg,0,0,0,1,0,0,1,0,0
2286,34bde67d-frame0-00-10.66.jpg,0,0,0,0,0,0,0,0,0
2287,282c1822-frame0-00-05.20.jpg,0,0,0,0,0,0,0,0,0
2288,6f2ea06a-frame0-00-17.08.jpg,0,0,0,0,0,0,0,0,0
2289,5995b19c-frame0-00-16.56.jpg,0,0,0,0,0,0,0,0,0
2293,0466c6da-frame0-00-18.62.jpg,0,0,0,0,0,0,0,0,0
2295,4cbf2f01-frame0-00-02.51.jpg,0,0,0,0,0,0,0,1,0
2296,3b935dfb-frame0-00-08.62.jpg,0,0,0,0,0,0,0,1,0
2298,0db343f2-frame0-00-07.50.jpg,0,0,0,0,0,0,0,1,0
2299,31d3d34b-frame0-00-16.20.jpg,0,0,0,0,0,0,0,1,0
2300,3d670ac6-frame0-00-36.85.jpg,0,0,0,0,0,0,0,0,0
2301,67f801f8-frame0-00-27.96.jpg,0,0,0,1,0,0,0,0,0
2302,8519f910-frame0-00-29.80.jpg,0,0,0,0,0,0,0,0,0
2305,3ebd74f3-frame0-00-09.00.jpg,0,0,0,0,0,0,0,1,0
2306,26d623b5-frame0-00-32.22.jpg,0,0,0,0,0,0,0,0,0
2307,4a76bc6b-frame0-00-29.21.jpg,0,0,0,1,0,0,0,0,0
2308,7707207f-frame0-00-15.51.jpg,0,0,0,0,0,0,0,1,0
2311,3a71d0a9-frame0-00-13.72.jpg,0,0,0,0,0,0,0,1,0
2315,1c660b10-frame0-00-12.48.jpg,0,0,0,0,0,0,0,0,0
2317,3da70428-frame0-00-28.80.jpg,0,0,0,0,0,0,0,0,0
2318,370efc55-frame0-00-17.97.jpg,0,0,0,0,0,0,0,0,0
2319,2d0fdb06-frame0-00-04.17.jpg,0,0,0,0,0,0,0,1,0
2320,88a24dba-frame0-00-03.99.jpg,0,0,0,0,0,0,0,1,0
2321,04bbdf26-frame0-00-22.04.jpg,0,0,0,0,0,0,0,0,0
2322,373be059-frame0-00-43.26.jpg,0,0,0,0,0,0,0,0,0
2323,030902d9-frame0-00-07.05.jpg,0,0,0,0,0,0,0,1,0
2328,0e486e06-frame0-00-15.61.jpg,0,0,0,0,0,0,0,0,0
2331,8b0661f1-frame0-00-10.44.jpg,0,0,0,0,0,0,0,1,0
2333,59f6b5c1-frame0-00-23.48.jpg,0,0,0,0,0,0,0,1,0
2334,1e41f154-frame0-00-12.37.jpg,0,0,0,0,0,0,0,0,0
2338,7ff3a384-frame0-00-22.63.jpg,0,0,0,0,0,0,0,0,0
2341,586d2716-frame0-00-11.83.jpg,0,0,0,0,0,0,0,0,0
2342,72dfabcf-frame0-00-28.98.jpg,0,0,0,0,0,0,0,0,0
2343,1723dfc6-frame0-00-11.28.jpg,0,0,0,0,0,0,0,0,0
2344,6095ad3a-frame0-00-22.30.jpg,0,0,0,0,0,0,0,1,0
2348,26266af3-frame0-00-22.84.jpg,0,0,0,0,0,0,0,0,0
2349,69bfadf6-frame0-00-28.84.jpg,0,0,0,1,0,0,0,0,0
2350,6328aa66-frame0-00-01.85.jpg,0,0,0,0,0,0,0,1,0
2352,0e3ffc05-frame0-00-12.84.jpg,0,0,0,0,0,0,0,0,0
2353,3675a276-frame0-00-43.06.jpg,0,0,0,0,0,0,0,0,0
2354,4bc7a733-frame0-00-18.11.jpg,0,0,0,0,0,0,0,0,0
2357,28cb364e-frame0-00-01.34.jpg,0,0,0,0,0,0,0,1,0
2359,4e83f78e-frame0-00-20.85.jpg,0,0,0,1,0,0,0,0,0
2361,3afe277e-frame0-00-15.91.jpg,0,0,0,0,0,0,0,1,0
2362,72137231-frame0-00-23.46.jpg,0,0,0,0,0,0,0,0,0
2365,3496a24f-frame0-00-05.95.jpg,0,0,0,0,0,0,0,0,0
2370,789fbc2d-frame0-00-00.05.jpg,0,0,0,0,0,0,0,1,0
2371,73883ee9-frame0-00-01.62.jpg,0,0,0,0,0,0,0,0,0
2375,25cf8a3b-frame0-00-30.25.jpg,0,0,0,0,0,0,0,0,0
2376,778d9f37-frame0-00-20.05.jpg,0,0,0,0,0,0,0,0,0
2377,0669a3fe-frame0-00-40.42.jpg,0,0,0,0,0,0,0,0,0
2382,48d9cddb-frame0-00-07.38.jpg,0,0,0,1,0,0,0,0,0
2385,404e28e7-frame0-00-20.56.jpg,0,0,0,0,0,0,0,0,0
2386,6b450d25-frame0-00-03.08.jpg,0,0,0,0,0,0,0,0,0
2387,22284a14-frame0-00-14.17.jpg,0,0,0,0,0,0,0,1,0
2389,5817f0a4-frame0-00-09.19.jpg,0,0,0,0,0,0,0,0,0
2391,388ea604-frame0-00-28.71.jpg,0,0,0,0,0,0,0,0,0
2392,52dc9e42-frame0-00-00.82.jpg,0,0,0,0,0,0,0,1,0
2393,8a46bc38-frame0-00-25.08.jpg,0,0,0,0,0,0,0,0,0
2395,53d3effe-frame0-00-08.32.jpg,0,0,0,1,0,0,0,0,0
2398,32254329-frame0-00-19.13.jpg,0,0,0,0,0,0,0,1,0
2399,66eadb38-frame0-00-16.38.jpg,0,0,0,0,0,0,0,0,0
2400,7b04f3e7-frame0-00-11.96.jpg,0,0,0,0,0,0,0,1,0
2402,742e411b-frame0-00-13.14.jpg,0,0,0,0,0,0,0,0,0
2403,467d8f2c-frame0-00-15.23.jpg,0,0,0,0,0,0,0,1,0
2404,1100958a-frame0-00-10.46.jpg,0,0,0,0,0,0,0,1,0
2405,5cad938e-frame0-00-07.40.jpg,0,0,0,0,0,0,0,0,0
2407,07d05b72-frame0-00-19.40.jpg,0,0,0,0,0,0,0,0,0
2410,2e848d7a-frame0-00-15.32.jpg,0,0,0,0,0,0,0,1,0
2412,35911069-frame0-00-09.64.jpg,0,0,0,0,0,0,0,0,0
2415,4f5a4aa6-frame0-00-17.08.jpg,0,0,0,1,0,0,0,0,0
2416,6e54f254-frame0-00-01.99.jpg,0,0,0,0,0,0,0,0,0
2417,6fbbb7b5-frame0-00-00.02.jpg,0,0,0,0,0,0,0,1,0
2419,2c5e7d4a-frame0-00-10.05.jpg,0,0,0,0,0,0,0,0,0
2421,510866f2-frame0-00-00.28.jpg,0,0,0,0,0,0,0,0,0
2423,89a76e74-frame0-00-17.75.jpg,0,0,0,1,0,0,0,0,0
2424,7053fa79-frame0-00-03.23.jpg,0,0,0,0,0,0,0,0,0
2426,7fcb07d2-frame0-00-28.66.jpg,0,0,0,0,0,0,0,0,0
2427,7b685841-frame0-00-16.46.jpg,0,0,0,0,0,0,0,0,0
2429,8a363448-frame0-00-19.53.jpg,0,0,0,0,0,0,0,1,0
2430,666c43ed-frame0-00-15.45.jpg,0,0,0,1,0,0,0,0,0
2433,3672c38d-frame0-00-03.03.jpg,0,0,0,0,0,0,0,0,0
2436,21fc8650-frame0-00-24.85.jpg,0,0,0,0,0,0,0,0,0
2437,5b2815f8-frame0-00-08.91.jpg,0,0,0,0,0,0,0,1,0
2439,8db46e4c-frame0-00-27.97.jpg,0,0,0,0,0,0,0,0,0
2440,76adf30c-frame0-00-14.55.jpg,0,0,0,0,0,0,0,1,1
2445,04448eba-frame0-00-23.35.jpg,0,0,0,0,0,0,1,0,0
2447,56776e59-frame0-00-07.58.jpg,0,0,0,0,0,0,0,1,0
2448,5422d3da-frame0-00-15.54.jpg,0,0,0,0,0,0,0,1,0
2450,45c24b3d-frame0-00-09.82.jpg,0,0,0,0,0,0,0,0,0
2451,1f1050dd-frame0-00-12.75.jpg,0,0,0,0,0,0,0,0,0
2452,0cea4e0f-frame0-00-28.67.jpg,0,0,0,0,0,0,0,0,0
2455,8299dc68-frame0-00-05.19.jpg,0,0,0,1,0,0,1,0,0
2459,114427fe-frame0-00-25.24.jpg,0,0,0,0,0,0,0,0,0
2465,5add44cb-frame0-00-36.82.jpg,0,0,0,0,0,0,0,0,0
2466,5a13c2ea-frame0-00-05.93.jpg,0,0,0,0,0,0,0,1,0
2467,8107bd7f-frame0-00-02.93.jpg,0,0,0,0,0,0,0,1,0
2468,646ae9d4-frame0-00-09.11.jpg,0,0,0,0,0,0,0,1,0
2470,3ab24aa7-frame0-00-04.54.jpg,0,0,0,0,0,0,0,0,0
2472,0fd62344-frame0-00-06.20.jpg,0,0,0,0,0,0,0,0,0
2473,6a48d434-frame0-00-00.48.jpg,0,0,0,0,0,0,0,0,0
2475,454f68c2-frame0-00-16.25.jpg,0,0,0,0,0,0,0,0,0
2476,09c4df02-frame0-00-07.88.jpg,0,0,0,0,0,0,0,0,0
2478,15e01466-frame0-00-01.48.jpg,0,0,0,0,0,0,0,0,0
2480,60853ad1-frame0-00-01.36.jpg,0,0,0,0,0,0,0,1,0
2482,0ea4920c-frame0-00-33.15.jpg,0,0,0,0,0,0,0,0,0
2483,160eba6d-frame0-00-31.63.jpg,0,0,0,0,0,0,0,0,0
2486,159c1b24-frame0-00-16.15.jpg,0,0,0,0,0,0,0,0,0
2488,1e65a637-frame0-00-22.82.jpg,0,0,0,0,0,0,0,0,0
2489,58413647-frame0-00-14.55.jpg,0,0,0,0,0,0,0,0,0
2490,45ba3a08-frame0-00-15.88.jpg,0,0,0,0,0,0,0,0,0
2491,492f2270-frame0-00-17.66.jpg,0,0,0,0,0,0,0,0,0
2492,1ad86949-frame0-00-35.12.jpg,0,0,0,0,0,0,0,0,0
2497,5a3be7b8-frame0-00-24.12.jpg,0,0,0,0,0,0,0,0,0
2500,515a21e5-frame0-00-05.92.jpg,0,0,1,0,0,0,0,1,0
2502,72d25679-frame0-00-22.77.jpg,0,0,0,0,0,0,0,0,0
2505,2140f0da-frame0-00-12.73.jpg,0,0,0,0,0,0,0,1,0
2506,1f7bd247-frame0-00-06.61.jpg,0,0,0,0,0,0,0,1,0
2508,055a6dfa-frame0-00-22.35.jpg,0,0,0,0,0,0,0,0,0
2509,6fb0f9cc-frame0-00-15.56.jpg,0,0,0,0,0,0,0,0,0
2510,202beeb9-frame0-00-15.63.jpg,0,0,0,0,0,0,0,1,0
2511,0ff856e1-frame0-00-18.26.jpg,0,0,0,0,0,0,0,1,0
2513,5c52d80e-frame0-00-05.28.jpg,0,0,0,0,0,0,0,0,0
2515,4cc90540-frame0-00-05.54.jpg,0,0,0,0,0,0,0,1,0
2517,6a6cc2bc-frame0-00-15.48.jpg,0,0,0,0,0,0,0,0,0
2519,79daf81e-frame0-00-29.89.jpg,0,0,0,0,0,0,0,0,0
2520,70b81bc1-frame0-00-06.06.jpg,0,0,0,0,0,0,0,0,0
2521,3fb54d6d-frame0-00-18.89.jpg,0,0,0,0,0,0,0,0,0
2522,066ad826-frame0-00-04.57.jpg,0,0,0,0,0,0,0,0,0
2523,7bceee2f-frame0-00-21.63.jpg,0,0,0,0,0,0,0,0,0
2524,1cd7b306-frame0-00-08.32.jpg,0,0,0,0,0,0,0,0,0
2525,451e9a36-frame0-00-12.18.jpg,0,0,0,0,0,0,0,1,0
2526,3c744ef3-frame0-00-42.58.jpg,1,0,0,0,0,0,0,0,0
2529,48e4b27d-frame0-00-07.02.jpg,0,0,0,0,0,0,0,0,0
2532,360f13b2-frame0-00-08.95.jpg,0,0,0,0,0,0,0,0,0
2535,39209553-frame0-00-07.77.jpg,0,0,0,0,0,0,0,0,0
2539,33e42d63-frame0-00-14.80.jpg,0,0,0,1,0,0,0,0,0
2542,2dbf51a1-frame0-00-02.01.jpg,0,0,0,0,0,0,0,0,0
2543,7fa1a089-frame0-00-23.36.jpg,0,0,0,0,0,0,1,0,0
2547,6f9f18a1-frame0-00-28.95.jpg,0,0,0,0,0,0,0,0,0
2549,3ea0f63a-frame0-00-04.73.jpg,0,0,0,1,0,0,0,0,0
2550,4e2cce25-frame0-00-01.26.jpg,0,0,0,0,0,0,0,0,0
2552,1f2e0c85-frame0-00-14.98.jpg,0,0,0,0,0,0,0,1,0
2553,15478bf3-frame0-00-00.68.jpg,0,0,0,0,0,0,0,1,0
2555,59d9edf8-frame0-00-09.22.jpg,0,0,0,0,0,0,0,1,0
2557,6a26422f-frame0-00-36.06.jpg,0,0,0,0,0,0,0,0,0
2558,1fc7065b-frame0-00-05.76.jpg,0,0,0,0,0,0,0,1,0
2559,877455ac-frame0-00-21.16.jpg,0,0,0,0,0,0,0,0,0
2560,5c9aa043-frame0-00-18.61.jpg,0,0,0,0,0,0,0,0,0
2562,30fe2bf3-frame0-00-17.77.jpg,0,0,0,0,0,0,0,0,0
2563,17dc7bd8-frame0-00-26.44.jpg,0,0,0,1,0,0,0,0,0
2566,4652dec6-frame0-00-28.25.jpg,0,0,0,0,0,0,0,0,0
2568,37332fc3-frame0-00-12.44.jpg,0,0,0,0,0,0,0,0,0
2570,3e85aa7f-frame0-00-23.04.jpg,0,0,0,0,0,0,0,0,0
2573,100c6e9a-frame0-00-25.01.jpg,0,0,0,0,0,0,0,0,0
2574,1b498b31-frame0-00-04.50.jpg,0,0,0,0,0,0,0,0,0
2578,4703b413-frame0-00-11.32.jpg,0,0,0,0,0,0,0,1,0
2579,0e39ef5e-frame0-00-06.54.jpg,0,0,0,0,0,0,0,1,0
2582,2588e135-frame0-00-08.56.jpg,0,0,0,1,0,0,0,0,0
2583,1f4b1a30-frame0-00-23.48.jpg,0,0,0,0,0,0,1,0,0
2584,354ab09c-frame0-00-08.98.jpg,0,0,0,0,0,0,0,1,0
2586,797e556f-frame0-00-09.05.jpg,0,0,0,0,0,0,0,0,0
2587,1d0b08e9-frame0-00-04.96.jpg,0,0,0,0,0,0,0,1,0
2589,7c942a53-frame0-00-10.62.jpg,0,0,0,0,0,0,0,0,0
2592,7818130b-frame0-00-03.63.jpg,0,0,0,0,0,0,0,0,0
2593,8d495e4d-frame0-00-33.79.jpg,0,0,0,0,0,0,0,0,0
2594,420f9ec4-frame0-00-14.78.jpg,0,0,0,0,0,0,0,0,0
2598,3174d6dd-frame0-00-31.48.jpg,0,0,0,0,0,0,0,0,0
2599,1bdb5871-frame0-00-12.46.jpg,0,0,0,0,0,0,0,0,0
2600,28ea086a-frame0-00-29.49.jpg,0,0,0,1,0,0,0,0,0
2601,78ab7654-frame0-00-35.40.jpg,0,0,0,0,0,0,0,0,0
2604,67ef75c0-frame0-00-40.25.jpg,0,0,0,0,0,0,0,0,0
2605,20a9c353-frame0-00-17.82.jpg,0,0,0,0,0,0,0,1,0
2606,352969be-frame0-00-07.40.jpg,0,0,0,0,0,0,0,1,0
2608,6e85dc2e-frame0-00-05.31.jpg,0,0,0,0,0,0,0,1,0
2609,32cf412b-frame0-00-16.17.jpg,0,0,0,0,0,0,0,0,0
2612,3937ed5d-frame0-00-13.27.jpg,0,0,0,1,0,0,0,0,0
