,paths,c,r,e,n
340,DATASET/A1/c1/r1/images/e6/c1r1e6n41.tif,1,1,6,41
341,DATASET/A1/c1/r1/images/e6/c1r1e6n42.tif,1,1,6,42
342,DATASET/A1/c1/r1/images/e6/c1r1e6n43.tif,1,1,6,43
343,DATASET/A1/c1/r1/images/e6/c1r1e6n44.tif,1,1,6,44
344,DATASET/A1/c1/r1/images/e6/c1r1e6n45.tif,1,1,6,45
345,DATASET/A1/c1/r1/images/e6/c1r1e6n46.tif,1,1,6,46
346,DATASET/A1/c1/r1/images/e6/c1r1e6n47.tif,1,1,6,47
347,DATASET/A1/c1/r1/images/e6/c1r1e6n48.tif,1,1,6,48
348,DATASET/A1/c1/r1/images/e6/c1r1e6n49.tif,1,1,6,49
349,DATASET/A1/c1/r1/images/e6/c1r1e6n50.tif,1,1,6,50
350,DATASET/A1/c1/r1/images/e7/c1r1e7n1.tif,1,1,7,1
351,DATASET/A1/c1/r1/images/e7/c1r1e7n2.tif,1,1,7,2
352,DATASET/A1/c1/r1/images/e7/c1r1e7n3.tif,1,1,7,3
353,DATASET/A1/c1/r1/images/e7/c1r1e7n4.tif,1,1,7,4
354,DATASET/A1/c1/r1/images/e7/c1r1e7n5.tif,1,1,7,5
355,DATASET/A1/c1/r1/images/e7/c1r1e7n6.tif,1,1,7,6
356,DATASET/A1/c1/r1/images/e7/c1r1e7n7.tif,1,1,7,7
357,DATASET/A1/c1/r1/images/e7/c1r1e7n8.tif,1,1,7,8
358,DATASET/A1/c1/r1/images/e7/c1r1e7n9.tif,1,1,7,9
359,DATASET/A1/c1/r1/images/e7/c1r1e7n10.tif,1,1,7,10
360,DATASET/A1/c1/r1/images/e7/c1r1e7n11.tif,1,1,7,11
361,DATASET/A1/c1/r1/images/e7/c1r1e7n12.tif,1,1,7,12
362,DATASET/A1/c1/r1/images/e7/c1r1e7n13.tif,1,1,7,13
363,DATASET/A1/c1/r1/images/e7/c1r1e7n14.tif,1,1,7,14
364,DATASET/A1/c1/r1/images/e7/c1r1e7n15.tif,1,1,7,15
365,DATASET/A1/c1/r1/images/e7/c1r1e7n16.tif,1,1,7,16
366,DATASET/A1/c1/r1/images/e7/c1r1e7n17.tif,1,1,7,17
367,DATASET/A1/c1/r1/images/e7/c1r1e7n18.tif,1,1,7,18
368,DATASET/A1/c1/r1/images/e7/c1r1e7n19.tif,1,1,7,19
369,DATASET/A1/c1/r1/images/e7/c1r1e7n20.tif,1,1,7,20
370,DATASET/A1/c1/r1/images/e7/c1r1e7n21.tif,1,1,7,21
371,DATASET/A1/c1/r1/images/e7/c1r1e7n22.tif,1,1,7,22
372,DATASET/A1/c1/r1/images/e7/c1r1e7n23.tif,1,1,7,23
373,DATASET/A1/c1/r1/images/e7/c1r1e7n24.tif,1,1,7,24
374,DATASET/A1/c1/r1/images/e7/c1r1e7n25.tif,1,1,7,25
375,DATASET/A1/c1/r1/images/e7/c1r1e7n26.tif,1,1,7,26
376,DATASET/A1/c1/r1/images/e7/c1r1e7n27.tif,1,1,7,27
377,DATASET/A1/c1/r1/images/e7/c1r1e7n28.tif,1,1,7,28
378,DATASET/A1/c1/r1/images/e7/c1r1e7n29.tif,1,1,7,29
379,DATASET/A1/c1/r1/images/e7/c1r1e7n30.tif,1,1,7,30
380,DATASET/A1/c1/r1/images/e7/c1r1e7n31.tif,1,1,7,31
381,DATASET/A1/c1/r1/images/e7/c1r1e7n32.tif,1,1,7,32
382,DATASET/A1/c1/r1/images/e7/c1r1e7n33.tif,1,1,7,33
383,DATASET/A1/c1/r1/images/e7/c1r1e7n34.tif,1,1,7,34
384,DATASET/A1/c1/r1/images/e7/c1r1e7n35.tif,1,1,7,35
385,DATASET/A1/c1/r1/images/e7/c1r1e7n36.tif,1,1,7,36
386,DATASET/A1/c1/r1/images/e7/c1r1e7n37.tif,1,1,7,37
387,DATASET/A1/c1/r1/images/e7/c1r1e7n38.tif,1,1,7,38
388,DATASET/A1/c1/r1/images/e7/c1r1e7n39.tif,1,1,7,39
389,DATASET/A1/c1/r1/images/e7/c1r1e7n40.tif,1,1,7,40
390,DATASET/A1/c1/r1/images/e7/c1r1e7n41.tif,1,1,7,41
391,DATASET/A1/c1/r1/images/e7/c1r1e7n42.tif,1,1,7,42
392,DATASET/A1/c1/r1/images/e7/c1r1e7n43.tif,1,1,7,43
393,DATASET/A1/c1/r1/images/e7/c1r1e7n44.tif,1,1,7,44
394,DATASET/A1/c1/r1/images/e7/c1r1e7n45.tif,1,1,7,45
395,DATASET/A1/c1/r1/images/e7/c1r1e7n46.tif,1,1,7,46
396,DATASET/A1/c1/r1/images/e7/c1r1e7n47.tif,1,1,7,47
397,DATASET/A1/c1/r1/images/e7/c1r1e7n48.tif,1,1,7,48
398,DATASET/A1/c1/r1/images/e7/c1r1e7n49.tif,1,1,7,49
399,DATASET/A1/c1/r1/images/e7/c1r1e7n50.tif,1,1,7,50
400,DATASET/A1/c1/r3/images/e0/c1r3e0n1.tif,1,3,0,1
401,DATASET/A1/c1/r3/images/e0/c1r3e0n2.tif,1,3,0,2
402,DATASET/A1/c1/r3/images/e0/c1r3e0n3.tif,1,3,0,3
403,DATASET/A1/c1/r3/images/e0/c1r3e0n4.tif,1,3,0,4
404,DATASET/A1/c1/r3/images/e0/c1r3e0n5.tif,1,3,0,5
405,DATASET/A1/c1/r3/images/e0/c1r3e0n6.tif,1,3,0,6
406,DATASET/A1/c1/r3/images/e0/c1r3e0n7.tif,1,3,0,7
407,DATASET/A1/c1/r3/images/e0/c1r3e0n8.tif,1,3,0,8
408,DATASET/A1/c1/r3/images/e0/c1r3e0n9.tif,1,3,0,9
409,DATASET/A1/c1/r3/images/e0/c1r3e0n10.tif,1,3,0,10
410,DATASET/A1/c1/r3/images/e0/c1r3e0n11.tif,1,3,0,11
411,DATASET/A1/c1/r3/images/e0/c1r3e0n12.tif,1,3,0,12
412,DATASET/A1/c1/r3/images/e0/c1r3e0n13.tif,1,3,0,13
413,DATASET/A1/c1/r3/images/e0/c1r3e0n14.tif,1,3,0,14
414,DATASET/A1/c1/r3/images/e0/c1r3e0n15.tif,1,3,0,15
415,DATASET/A1/c1/r3/images/e0/c1r3e0n16.tif,1,3,0,16
416,DATASET/A1/c1/r3/images/e0/c1r3e0n17.tif,1,3,0,17
417,DATASET/A1/c1/r3/images/e0/c1r3e0n18.tif,1,3,0,18
418,DATASET/A1/c1/r3/images/e0/c1r3e0n19.tif,1,3,0,19
419,DATASET/A1/c1/r3/images/e0/c1r3e0n20.tif,1,3,0,20
420,DATASET/A1/c1/r3/images/e0/c1r3e0n21.tif,1,3,0,21
421,DATASET/A1/c1/r3/images/e0/c1r3e0n22.tif,1,3,0,22
422,DATASET/A1/c1/r3/images/e0/c1r3e0n23.tif,1,3,0,23
423,DATASET/A1/c1/r3/images/e0/c1r3e0n24.tif,1,3,0,24
424,DATASET/A1/c1/r3/images/e0/c1r3e0n25.tif,1,3,0,25
425,DATASET/A1/c1/r3/images/e0/c1r3e0n26.tif,1,3,0,26
426,DATASET/A1/c1/r3/images/e0/c1r3e0n27.tif,1,3,0,27
427,DATASET/A1/c1/r3/images/e0/c1r3e0n28.tif,1,3,0,28
428,DATASET/A1/c1/r3/images/e0/c1r3e0n29.tif,1,3,0,29
429,DATASET/A1/c1/r3/images/e0/c1r3e0n30.tif,1,3,0,30
430,DATASET/A1/c1/r3/images/e0/c1r3e0n31.tif,1,3,0,31
431,DATASET/A1/c1/r3/images/e0/c1r3e0n32.tif,1,3,0,32
432,DATASET/A1/c1/r3/images/e0/c1r3e0n33.tif,1,3,0,33
433,DATASET/A1/c1/r3/images/e0/c1r3e0n34.tif,1,3,0,34
434,DATASET/A1/c1/r3/images/e0/c1r3e0n35.tif,1,3,0,35
435,DATASET/A1/c1/r3/images/e0/c1r3e0n36.tif,1,3,0,36
436,DATASET/A1/c1/r3/images/e0/c1r3e0n37.tif,1,3,0,37
437,DATASET/A1/c1/r3/images/e0/c1r3e0n38.tif,1,3,0,38
438,DATASET/A1/c1/r3/images/e0/c1r3e0n39.tif,1,3,0,39
439,DATASET/A1/c1/r3/images/e0/c1r3e0n40.tif,1,3,0,40
440,DATASET/A1/c1/r3/images/e0/c1r3e0n41.tif,1,3,0,41
441,DATASET/A1/c1/r3/images/e0/c1r3e0n42.tif,1,3,0,42
442,DATASET/A1/c1/r3/images/e0/c1r3e0n43.tif,1,3,0,43
443,DATASET/A1/c1/r3/images/e0/c1r3e0n44.tif,1,3,0,44
444,DATASET/A1/c1/r3/images/e0/c1r3e0n45.tif,1,3,0,45
445,DATASET/A1/c1/r3/images/e0/c1r3e0n46.tif,1,3,0,46
446,DATASET/A1/c1/r3/images/e0/c1r3e0n47.tif,1,3,0,47
447,DATASET/A1/c1/r3/images/e0/c1r3e0n48.tif,1,3,0,48
448,DATASET/A1/c1/r3/images/e0/c1r3e0n49.tif,1,3,0,49
449,DATASET/A1/c1/r3/images/e0/c1r3e0n50.tif,1,3,0,50
450,DATASET/A1/c1/r3/images/e1/c1r3e1n1.tif,1,3,1,1
451,DATASET/A1/c1/r3/images/e1/c1r3e1n2.tif,1,3,1,2
452,DATASET/A1/c1/r3/images/e1/c1r3e1n3.tif,1,3,1,3
453,DATASET/A1/c1/r3/images/e1/c1r3e1n4.tif,1,3,1,4
454,DATASET/A1/c1/r3/images/e1/c1r3e1n5.tif,1,3,1,5
455,DATASET/A1/c1/r3/images/e1/c1r3e1n6.tif,1,3,1,6
456,DATASET/A1/c1/r3/images/e1/c1r3e1n7.tif,1,3,1,7
457,DATASET/A1/c1/r3/images/e1/c1r3e1n8.tif,1,3,1,8
458,DATASET/A1/c1/r3/images/e1/c1r3e1n9.tif,1,3,1,9
459,DATASET/A1/c1/r3/images/e1/c1r3e1n10.tif,1,3,1,10
460,DATASET/A1/c1/r3/images/e1/c1r3e1n11.tif,1,3,1,11
461,DATASET/A1/c1/r3/images/e1/c1r3e1n12.tif,1,3,1,12
462,DATASET/A1/c1/r3/images/e1/c1r3e1n13.tif,1,3,1,13
463,DATASET/A1/c1/r3/images/e1/c1r3e1n14.tif,1,3,1,14
464,DATASET/A1/c1/r3/images/e1/c1r3e1n15.tif,1,3,1,15
465,DATASET/A1/c1/r3/images/e1/c1r3e1n16.tif,1,3,1,16
466,DATASET/A1/c1/r3/images/e1/c1r3e1n17.tif,1,3,1,17
467,DATASET/A1/c1/r3/images/e1/c1r3e1n18.tif,1,3,1,18
468,DATASET/A1/c1/r3/images/e1/c1r3e1n19.tif,1,3,1,19
469,DATASET/A1/c1/r3/images/e1/c1r3e1n20.tif,1,3,1,20
470,DATASET/A1/c1/r3/images/e1/c1r3e1n21.tif,1,3,1,21
471,DATASET/A1/c1/r3/images/e1/c1r3e1n22.tif,1,3,1,22
472,DATASET/A1/c1/r3/images/e1/c1r3e1n23.tif,1,3,1,23
473,DATASET/A1/c1/r3/images/e1/c1r3e1n24.tif,1,3,1,24
474,DATASET/A1/c1/r3/images/e1/c1r3e1n25.tif,1,3,1,25
475,DATASET/A1/c1/r3/images/e1/c1r3e1n26.tif,1,3,1,26
476,DATASET/A1/c1/r3/images/e1/c1r3e1n27.tif,1,3,1,27
477,DATASET/A1/c1/r3/images/e1/c1r3e1n28.tif,1,3,1,28
478,DATASET/A1/c1/r3/images/e1/c1r3e1n29.tif,1,3,1,29
479,DATASET/A1/c1/r3/images/e1/c1r3e1n30.tif,1,3,1,30
480,DATASET/A1/c1/r3/images/e1/c1r3e1n31.tif,1,3,1,31
481,DATASET/A1/c1/r3/images/e1/c1r3e1n32.tif,1,3,1,32
482,DATASET/A1/c1/r3/images/e1/c1r3e1n33.tif,1,3,1,33
483,DATASET/A1/c1/r3/images/e1/c1r3e1n34.tif,1,3,1,34
484,DATASET/A1/c1/r3/images/e1/c1r3e1n35.tif,1,3,1,35
485,DATASET/A1/c1/r3/images/e1/c1r3e1n36.tif,1,3,1,36
486,DATASET/A1/c1/r3/images/e1/c1r3e1n37.tif,1,3,1,37
487,DATASET/A1/c1/r3/images/e1/c1r3e1n38.tif,1,3,1,38
488,DATASET/A1/c1/r3/images/e1/c1r3e1n39.tif,1,3,1,39
489,DATASET/A1/c1/r3/images/e1/c1r3e1n40.tif,1,3,1,40
490,DATASET/A1/c1/r3/images/e1/c1r3e1n41.tif,1,3,1,41
491,DATASET/A1/c1/r3/images/e1/c1r3e1n42.tif,1,3,1,42
492,DATASET/A1/c1/r3/images/e1/c1r3e1n43.tif,1,3,1,43
493,DATASET/A1/c1/r3/images/e1/c1r3e1n44.tif,1,3,1,44
494,DATASET/A1/c1/r3/images/e1/c1r3e1n45.tif,1,3,1,45
495,DATASET/A1/c1/r3/images/e1/c1r3e1n46.tif,1,3,1,46
496,DATASET/A1/c1/r3/images/e1/c1r3e1n47.tif,1,3,1,47
497,DATASET/A1/c1/r3/images/e1/c1r3e1n48.tif,1,3,1,48
498,DATASET/A1/c1/r3/images/e1/c1r3e1n49.tif,1,3,1,49
499,DATASET/A1/c1/r3/images/e1/c1r3e1n50.tif,1,3,1,50
500,DATASET/A1/c1/r3/images/e2/c1r3e2n1.tif,1,3,2,1
501,DATASET/A1/c1/r3/images/e2/c1r3e2n2.tif,1,3,2,2
502,DATASET/A1/c1/r3/images/e2/c1r3e2n3.tif,1,3,2,3
503,DATASET/A1/c1/r3/images/e2/c1r3e2n4.tif,1,3,2,4
504,DATASET/A1/c1/r3/images/e2/c1r3e2n5.tif,1,3,2,5
505,DATASET/A1/c1/r3/images/e2/c1r3e2n6.tif,1,3,2,6
506,DATASET/A1/c1/r3/images/e2/c1r3e2n7.tif,1,3,2,7
507,DATASET/A1/c1/r3/images/e2/c1r3e2n8.tif,1,3,2,8
508,DATASET/A1/c1/r3/images/e2/c1r3e2n9.tif,1,3,2,9
509,DATASET/A1/c1/r3/images/e2/c1r3e2n10.tif,1,3,2,10
510,DATASET/A1/c1/r3/images/e2/c1r3e2n11.tif,1,3,2,11
511,DATASET/A1/c1/r3/images/e2/c1r3e2n12.tif,1,3,2,12
512,DATASET/A1/c1/r3/images/e2/c1r3e2n13.tif,1,3,2,13
513,DATASET/A1/c1/r3/images/e2/c1r3e2n14.tif,1,3,2,14
514,DATASET/A1/c1/r3/images/e2/c1r3e2n15.tif,1,3,2,15
515,DATASET/A1/c1/r3/images/e2/c1r3e2n16.tif,1,3,2,16
516,DATASET/A1/c1/r3/images/e2/c1r3e2n17.tif,1,3,2,17
517,DATASET/A1/c1/r3/images/e2/c1r3e2n18.tif,1,3,2,18
518,DATASET/A1/c1/r3/images/e2/c1r3e2n19.tif,1,3,2,19
519,DATASET/A1/c1/r3/images/e2/c1r3e2n20.tif,1,3,2,20
520,DATASET/A1/c1/r3/images/e2/c1r3e2n21.tif,1,3,2,21
521,DATASET/A1/c1/r3/images/e2/c1r3e2n22.tif,1,3,2,22
522,DATASET/A1/c1/r3/images/e2/c1r3e2n23.tif,1,3,2,23
523,DATASET/A1/c1/r3/images/e2/c1r3e2n24.tif,1,3,2,24
524,DATASET/A1/c1/r3/images/e2/c1r3e2n25.tif,1,3,2,25
525,DATASET/A1/c1/r3/images/e2/c1r3e2n26.tif,1,3,2,26
526,DATASET/A1/c1/r3/images/e2/c1r3e2n27.tif,1,3,2,27
527,DATASET/A1/c1/r3/images/e2/c1r3e2n28.tif,1,3,2,28
528,DATASET/A1/c1/r3/images/e2/c1r3e2n29.tif,1,3,2,29
529,DATASET/A1/c1/r3/images/e2/c1r3e2n30.tif,1,3,2,30
530,DATASET/A1/c1/r3/images/e2/c1r3e2n31.tif,1,3,2,31
531,DATASET/A1/c1/r3/images/e2/c1r3e2n32.tif,1,3,2,32
532,DATASET/A1/c1/r3/images/e2/c1r3e2n33.tif,1,3,2,33
533,DATASET/A1/c1/r3/images/e2/c1r3e2n34.tif,1,3,2,34
534,DATASET/A1/c1/r3/images/e2/c1r3e2n35.tif,1,3,2,35
535,DATASET/A1/c1/r3/images/e2/c1r3e2n36.tif,1,3,2,36
536,DATASET/A1/c1/r3/images/e2/c1r3e2n37.tif,1,3,2,37
537,DATASET/A1/c1/r3/images/e2/c1r3e2n38.tif,1,3,2,38
538,DATASET/A1/c1/r3/images/e2/c1r3e2n39.tif,1,3,2,39
539,DATASET/A1/c1/r3/images/e2/c1r3e2n40.tif,1,3,2,40
540,DATASET/A1/c1/r3/images/e2/c1r3e2n41.tif,1,3,2,41
541,DATASET/A1/c1/r3/images/e2/c1r3e2n42.tif,1,3,2,42
542,DATASET/A1/c1/r3/images/e2/c1r3e2n43.tif,1,3,2,43
543,DATASET/A1/c1/r3/images/e2/c1r3e2n44.tif,1,3,2,44
544,DATASET/A1/c1/r3/images/e2/c1r3e2n45.tif,1,3,2,45
545,DATASET/A1/c1/r3/images/e2/c1r3e2n46.tif,1,3,2,46
546,DATASET/A1/c1/r3/images/e2/c1r3e2n47.tif,1,3,2,47
547,DATASET/A1/c1/r3/images/e2/c1r3e2n48.tif,1,3,2,48
548,DATASET/A1/c1/r3/images/e2/c1r3e2n49.tif,1,3,2,49
549,DATASET/A1/c1/r3/images/e2/c1r3e2n50.tif,1,3,2,50
550,DATASET/A1/c1/r3/images/e3/c1r3e3n1.tif,1,3,3,1
551,DATASET/A1/c1/r3/images/e3/c1r3e3n2.tif,1,3,3,2
552,DATASET/A1/c1/r3/images/e3/c1r3e3n3.tif,1,3,3,3
553,DATASET/A1/c1/r3/images/e3/c1r3e3n4.tif,1,3,3,4
554,DATASET/A1/c1/r3/images/e3/c1r3e3n5.tif,1,3,3,5
555,DATASET/A1/c1/r3/images/e3/c1r3e3n6.tif,1,3,3,6
556,DATASET/A1/c1/r3/images/e3/c1r3e3n7.tif,1,3,3,7
557,DATASET/A1/c1/r3/images/e3/c1r3e3n8.tif,1,3,3,8
558,DATASET/A1/c1/r3/images/e3/c1r3e3n9.tif,1,3,3,9
559,DATASET/A1/c1/r3/images/e3/c1r3e3n10.tif,1,3,3,10
560,DATASET/A1/c1/r3/images/e3/c1r3e3n11.tif,1,3,3,11
561,DATASET/A1/c1/r3/images/e3/c1r3e3n12.tif,1,3,3,12
562,DATASET/A1/c1/r3/images/e3/c1r3e3n13.tif,1,3,3,13
563,DATASET/A1/c1/r3/images/e3/c1r3e3n14.tif,1,3,3,14
564,DATASET/A1/c1/r3/images/e3/c1r3e3n15.tif,1,3,3,15
565,DATASET/A1/c1/r3/images/e3/c1r3e3n16.tif,1,3,3,16
566,DATASET/A1/c1/r3/images/e3/c1r3e3n17.tif,1,3,3,17
567,DATASET/A1/c1/r3/images/e3/c1r3e3n18.tif,1,3,3,18
568,DATASET/A1/c1/r3/images/e3/c1r3e3n19.tif,1,3,3,19
569,DATASET/A1/c1/r3/images/e3/c1r3e3n20.tif,1,3,3,20
570,DATASET/A1/c1/r3/images/e3/c1r3e3n21.tif,1,3,3,21
571,DATASET/A1/c1/r3/images/e3/c1r3e3n22.tif,1,3,3,22
572,DATASET/A1/c1/r3/images/e3/c1r3e3n23.tif,1,3,3,23
573,DATASET/A1/c1/r3/images/e3/c1r3e3n24.tif,1,3,3,24
574,DATASET/A1/c1/r3/images/e3/c1r3e3n25.tif,1,3,3,25
575,DATASET/A1/c1/r3/images/e3/c1r3e3n26.tif,1,3,3,26
576,DATASET/A1/c1/r3/images/e3/c1r3e3n27.tif,1,3,3,27
577,DATASET/A1/c1/r3/images/e3/c1r3e3n28.tif,1,3,3,28
578,DATASET/A1/c1/r3/images/e3/c1r3e3n29.tif,1,3,3,29
579,DATASET/A1/c1/r3/images/e3/c1r3e3n30.tif,1,3,3,30
580,DATASET/A1/c1/r3/images/e3/c1r3e3n31.tif,1,3,3,31
581,DATASET/A1/c1/r3/images/e3/c1r3e3n32.tif,1,3,3,32
582,DATASET/A1/c1/r3/images/e3/c1r3e3n33.tif,1,3,3,33
583,DATASET/A1/c1/r3/images/e3/c1r3e3n34.tif,1,3,3,34
584,DATASET/A1/c1/r3/images/e3/c1r3e3n35.tif,1,3,3,35
585,DATASET/A1/c1/r3/images/e3/c1r3e3n36.tif,1,3,3,36
586,DATASET/A1/c1/r3/images/e3/c1r3e3n37.tif,1,3,3,37
587,DATASET/A1/c1/r3/images/e3/c1r3e3n38.tif,1,3,3,38
588,DATASET/A1/c1/r3/images/e3/c1r3e3n39.tif,1,3,3,39
589,DATASET/A1/c1/r3/images/e3/c1r3e3n40.tif,1,3,3,40
590,DATASET/A1/c1/r3/images/e3/c1r3e3n41.tif,1,3,3,41
591,DATASET/A1/c1/r3/images/e3/c1r3e3n42.tif,1,3,3,42
592,DATASET/A1/c1/r3/images/e3/c1r3e3n43.tif,1,3,3,43
593,DATASET/A1/c1/r3/images/e3/c1r3e3n44.tif,1,3,3,44
594,DATASET/A1/c1/r3/images/e3/c1r3e3n45.tif,1,3,3,45
595,DATASET/A1/c1/r3/images/e3/c1r3e3n46.tif,1,3,3,46
596,DATASET/A1/c1/r3/images/e3/c1r3e3n47.tif,1,3,3,47
597,DATASET/A1/c1/r3/images/e3/c1r3e3n48.tif,1,3,3,48
598,DATASET/A1/c1/r3/images/e3/c1r3e3n49.tif,1,3,3,49
599,DATASET/A1/c1/r3/images/e3/c1r3e3n50.tif,1,3,3,50
600,DATASET/A1/c1/r3/images/e4/c1r3e4n1.tif,1,3,4,1
601,DATASET/A1/c1/r3/images/e4/c1r3e4n2.tif,1,3,4,2
602,DATASET/A1/c1/r3/images/e4/c1r3e4n3.tif,1,3,4,3
603,DATASET/A1/c1/r3/images/e4/c1r3e4n4.tif,1,3,4,4
604,DATASET/A1/c1/r3/images/e4/c1r3e4n5.tif,1,3,4,5
605,DATASET/A1/c1/r3/images/e4/c1r3e4n6.tif,1,3,4,6
606,DATASET/A1/c1/r3/images/e4/c1r3e4n7.tif,1,3,4,7
607,DATASET/A1/c1/r3/images/e4/c1r3e4n8.tif,1,3,4,8
608,DATASET/A1/c1/r3/images/e4/c1r3e4n9.tif,1,3,4,9
609,DATASET/A1/c1/r3/images/e4/c1r3e4n10.tif,1,3,4,10
610,DATASET/A1/c1/r3/images/e4/c1r3e4n11.tif,1,3,4,11
611,DATASET/A1/c1/r3/images/e4/c1r3e4n12.tif,1,3,4,12
612,DATASET/A1/c1/r3/images/e4/c1r3e4n13.tif,1,3,4,13
613,DATASET/A1/c1/r3/images/e4/c1r3e4n14.tif,1,3,4,14
614,DATASET/A1/c1/r3/images/e4/c1r3e4n15.tif,1,3,4,15
615,DATASET/A1/c1/r3/images/e4/c1r3e4n16.tif,1,3,4,16
616,DATASET/A1/c1/r3/images/e4/c1r3e4n17.tif,1,3,4,17
617,DATASET/A1/c1/r3/images/e4/c1r3e4n18.tif,1,3,4,18
618,DATASET/A1/c1/r3/images/e4/c1r3e4n19.tif,1,3,4,19
619,DATASET/A1/c1/r3/images/e4/c1r3e4n20.tif,1,3,4,20
620,DATASET/A1/c1/r3/images/e4/c1r3e4n21.tif,1,3,4,21
621,DATASET/A1/c1/r3/images/e4/c1r3e4n22.tif,1,3,4,22
622,DATASET/A1/c1/r3/images/e4/c1r3e4n23.tif,1,3,4,23
623,DATASET/A1/c1/r3/images/e4/c1r3e4n24.tif,1,3,4,24
624,DATASET/A1/c1/r3/images/e4/c1r3e4n25.tif,1,3,4,25
625,DATASET/A1/c1/r3/images/e4/c1r3e4n26.tif,1,3,4,26
626,DATASET/A1/c1/r3/images/e4/c1r3e4n27.tif,1,3,4,27
627,DATASET/A1/c1/r3/images/e4/c1r3e4n28.tif,1,3,4,28
628,DATASET/A1/c1/r3/images/e4/c1r3e4n29.tif,1,3,4,29
629,DATASET/A1/c1/r3/images/e4/c1r3e4n30.tif,1,3,4,30
630,DATASET/A1/c1/r3/images/e4/c1r3e4n31.tif,1,3,4,31
631,DATASET/A1/c1/r3/images/e4/c1r3e4n32.tif,1,3,4,32
632,DATASET/A1/c1/r3/images/e4/c1r3e4n33.tif,1,3,4,33
633,DATASET/A1/c1/r3/images/e4/c1r3e4n34.tif,1,3,4,34
634,DATASET/A1/c1/r3/images/e4/c1r3e4n35.tif,1,3,4,35
635,DATASET/A1/c1/r3/images/e4/c1r3e4n36.tif,1,3,4,36
636,DATASET/A1/c1/r3/images/e4/c1r3e4n37.tif,1,3,4,37
637,DATASET/A1/c1/r3/images/e4/c1r3e4n38.tif,1,3,4,38
638,DATASET/A1/c1/r3/images/e4/c1r3e4n39.tif,1,3,4,39
639,DATASET/A1/c1/r3/images/e4/c1r3e4n40.tif,1,3,4,40
640,DATASET/A1/c1/r3/images/e4/c1r3e4n41.tif,1,3,4,41
641,DATASET/A1/c1/r3/images/e4/c1r3e4n42.tif,1,3,4,42
642,DATASET/A1/c1/r3/images/e4/c1r3e4n43.tif,1,3,4,43
643,DATASET/A1/c1/r3/images/e4/c1r3e4n44.tif,1,3,4,44
644,DATASET/A1/c1/r3/images/e4/c1r3e4n45.tif,1,3,4,45
645,DATASET/A1/c1/r3/images/e4/c1r3e4n46.tif,1,3,4,46
646,DATASET/A1/c1/r3/images/e4/c1r3e4n47.tif,1,3,4,47
647,DATASET/A1/c1/r3/images/e4/c1r3e4n48.tif,1,3,4,48
648,DATASET/A1/c1/r3/images/e4/c1r3e4n49.tif,1,3,4,49
649,DATASET/A1/c1/r3/images/e4/c1r3e4n50.tif,1,3,4,50
650,DATASET/A1/c1/r3/images/e5/c1r3e5n1.tif,1,3,5,1
651,DATASET/A1/c1/r3/images/e5/c1r3e5n2.tif,1,3,5,2
652,DATASET/A1/c1/r3/images/e5/c1r3e5n3.tif,1,3,5,3
653,DATASET/A1/c1/r3/images/e5/c1r3e5n4.tif,1,3,5,4
654,DATASET/A1/c1/r3/images/e5/c1r3e5n5.tif,1,3,5,5
655,DATASET/A1/c1/r3/images/e5/c1r3e5n6.tif,1,3,5,6
656,DATASET/A1/c1/r3/images/e5/c1r3e5n7.tif,1,3,5,7
657,DATASET/A1/c1/r3/images/e5/c1r3e5n8.tif,1,3,5,8
658,DATASET/A1/c1/r3/images/e5/c1r3e5n9.tif,1,3,5,9
659,DATASET/A1/c1/r3/images/e5/c1r3e5n10.tif,1,3,5,10
660,DATASET/A1/c1/r3/images/e5/c1r3e5n11.tif,1,3,5,11
661,DATASET/A1/c1/r3/images/e5/c1r3e5n12.tif,1,3,5,12
662,DATASET/A1/c1/r3/images/e5/c1r3e5n13.tif,1,3,5,13
663,DATASET/A1/c1/r3/images/e5/c1r3e5n14.tif,1,3,5,14
664,DATASET/A1/c1/r3/images/e5/c1r3e5n15.tif,1,3,5,15
665,DATASET/A1/c1/r3/images/e5/c1r3e5n16.tif,1,3,5,16
666,DATASET/A1/c1/r3/images/e5/c1r3e5n17.tif,1,3,5,17
667,DATASET/A1/c1/r3/images/e5/c1r3e5n18.tif,1,3,5,18
668,DATASET/A1/c1/r3/images/e5/c1r3e5n19.tif,1,3,5,19
669,DATASET/A1/c1/r3/images/e5/c1r3e5n20.tif,1,3,5,20
670,DATASET/A1/c1/r3/images/e5/c1r3e5n21.tif,1,3,5,21
671,DATASET/A1/c1/r3/images/e5/c1r3e5n22.tif,1,3,5,22
672,DATASET/A1/c1/r3/images/e5/c1r3e5n23.tif,1,3,5,23
673,DATASET/A1/c1/r3/images/e5/c1r3e5n24.tif,1,3,5,24
674,DATASET/A1/c1/r3/images/e5/c1r3e5n25.tif,1,3,5,25
675,DATASET/A1/c1/r3/images/e5/c1r3e5n26.tif,1,3,5,26
676,DATASET/A1/c1/r3/images/e5/c1r3e5n27.tif,1,3,5,27
677,DATASET/A1/c1/r3/images/e5/c1r3e5n28.tif,1,3,5,28
678,DATASET/A1/c1/r3/images/e5/c1r3e5n29.tif,1,3,5,29
679,DATASET/A1/c1/r3/images/e5/c1r3e5n30.tif,1,3,5,30
680,DATASET/A1/c1/r3/images/e5/c1r3e5n31.tif,1,3,5,31
