,Unnamed: 0,paths,c,r,e,n,pattern,patter_idx
651,651,DATASET/A1/c1/r3/images/e5/c1r3e5n2.tif,1,3,5,2,llisa-clar,1
652,652,DATASET/A1/c1/r3/images/e5/c1r3e5n3.tif,1,3,5,3,llisa-clar,1
653,653,DATASET/A1/c1/r3/images/e5/c1r3e5n4.tif,1,3,5,4,llisa-clar,1
654,654,DATASET/A1/c1/r3/images/e5/c1r3e5n5.tif,1,3,5,5,llisa-clar,1
655,655,DATASET/A1/c1/r3/images/e5/c1r3e5n6.tif,1,3,5,6,llisa-clar,1
656,656,DATASET/A1/c1/r3/images/e5/c1r3e5n7.tif,1,3,5,7,llisa-clar,1
657,657,DATASET/A1/c1/r3/images/e5/c1r3e5n8.tif,1,3,5,8,llisa-clar,1
658,658,DATASET/A1/c1/r3/images/e5/c1r3e5n9.tif,1,3,5,9,llisa-clar,1
659,659,DATASET/A1/c1/r3/images/e5/c1r3e5n10.tif,1,3,5,10,llisa-clar,1
660,660,DATASET/A1/c1/r3/images/e5/c1r3e5n11.tif,1,3,5,11,llisa-clar,1
661,661,DATASET/A1/c1/r3/images/e5/c1r3e5n12.tif,1,3,5,12,llisa-clar,1
662,662,DATASET/A1/c1/r3/images/e5/c1r3e5n13.tif,1,3,5,13,llisa-clar,1
663,663,DATASET/A1/c1/r3/images/e5/c1r3e5n14.tif,1,3,5,14,llisa-clar,1
664,664,DATASET/A1/c1/r3/images/e5/c1r3e5n15.tif,1,3,5,15,llisa-clar,1
665,665,DATASET/A1/c1/r3/images/e5/c1r3e5n16.tif,1,3,5,16,llisa-clar,1
666,666,DATASET/A1/c1/r3/images/e5/c1r3e5n17.tif,1,3,5,17,llisa-clar,1
667,667,DATASET/A1/c1/r3/images/e5/c1r3e5n18.tif,1,3,5,18,llisa-clar,1
668,668,DATASET/A1/c1/r3/images/e5/c1r3e5n19.tif,1,3,5,19,llisa-clar,1
669,669,DATASET/A1/c1/r3/images/e5/c1r3e5n20.tif,1,3,5,20,llisa-clar,1
670,670,DATASET/A1/c1/r3/images/e5/c1r3e5n21.tif,1,3,5,21,llisa-clar,1
671,671,DATASET/A1/c1/r3/images/e5/c1r3e5n22.tif,1,3,5,22,llisa-clar,1
672,672,DATASET/A1/c1/r3/images/e5/c1r3e5n23.tif,1,3,5,23,llisa-clar,1
673,673,DATASET/A1/c1/r3/images/e5/c1r3e5n24.tif,1,3,5,24,llisa-clar,1
674,674,DATASET/A1/c1/r3/images/e5/c1r3e5n25.tif,1,3,5,25,llisa-clar,1
675,675,DATASET/A1/c1/r3/images/e5/c1r3e5n26.tif,1,3,5,26,llisa-clar,1
676,676,DATASET/A1/c1/r3/images/e5/c1r3e5n27.tif,1,3,5,27,llisa-clar,1
677,677,DATASET/A1/c1/r3/images/e5/c1r3e5n28.tif,1,3,5,28,llisa-clar,1
678,678,DATASET/A1/c1/r3/images/e5/c1r3e5n29.tif,1,3,5,29,llisa-clar,1
679,679,DATASET/A1/c1/r3/images/e5/c1r3e5n30.tif,1,3,5,30,llisa-clar,1
680,680,DATASET/A1/c1/r3/images/e5/c1r3e5n31.tif,1,3,5,31,llisa-clar,1
681,681,DATASET/A1/c1/r3/images/e5/c1r3e5n32.tif,1,3,5,32,llisa-clar,1
682,682,DATASET/A1/c1/r3/images/e5/c1r3e5n33.tif,1,3,5,33,llisa-clar,1
683,683,DATASET/A1/c1/r3/images/e5/c1r3e5n34.tif,1,3,5,34,llisa-clar,1
684,684,DATASET/A1/c1/r3/images/e5/c1r3e5n35.tif,1,3,5,35,llisa-clar,1
685,685,DATASET/A1/c1/r3/images/e5/c1r3e5n36.tif,1,3,5,36,llisa-clar,1
686,686,DATASET/A1/c1/r3/images/e5/c1r3e5n37.tif,1,3,5,37,llisa-clar,1
687,687,DATASET/A1/c1/r3/images/e5/c1r3e5n38.tif,1,3,5,38,llisa-clar,1
688,688,DATASET/A1/c1/r3/images/e5/c1r3e5n39.tif,1,3,5,39,llisa-clar,1
689,689,DATASET/A1/c1/r3/images/e5/c1r3e5n40.tif,1,3,5,40,llisa-clar,1
690,690,DATASET/A1/c1/r3/images/e5/c1r3e5n41.tif,1,3,5,41,llisa-clar,1
691,691,DATASET/A1/c1/r3/images/e5/c1r3e5n42.tif,1,3,5,42,llisa-clar,1
692,692,DATASET/A1/c1/r3/images/e5/c1r3e5n43.tif,1,3,5,43,llisa-clar,1
693,693,DATASET/A1/c1/r3/images/e5/c1r3e5n44.tif,1,3,5,44,llisa-clar,1
694,694,DATASET/A1/c1/r3/images/e5/c1r3e5n45.tif,1,3,5,45,llisa-clar,1
695,695,DATASET/A1/c1/r3/images/e5/c1r3e5n46.tif,1,3,5,46,llisa-clar,1
696,696,DATASET/A1/c1/r3/images/e5/c1r3e5n47.tif,1,3,5,47,llisa-clar,1
697,697,DATASET/A1/c1/r3/images/e5/c1r3e5n48.tif,1,3,5,48,llisa-clar,1
698,698,DATASET/A1/c1/r3/images/e5/c1r3e5n49.tif,1,3,5,49,llisa-clar,1
699,699,DATASET/A1/c1/r3/images/e5/c1r3e5n50.tif,1,3,5,50,llisa-clar,1
700,700,DATASET/A1/c1/r3/images/e6/c1r3e6n1.tif,1,3,6,1,llisa-clar,1
701,701,DATASET/A1/c1/r3/images/e6/c1r3e6n2.tif,1,3,6,2,llisa-clar,1
702,702,DATASET/A1/c1/r3/images/e6/c1r3e6n3.tif,1,3,6,3,llisa-clar,1
703,703,DATASET/A1/c1/r3/images/e6/c1r3e6n4.tif,1,3,6,4,llisa-clar,1
704,704,DATASET/A1/c1/r3/images/e6/c1r3e6n5.tif,1,3,6,5,llisa-clar,1
705,705,DATASET/A1/c1/r3/images/e6/c1r3e6n6.tif,1,3,6,6,llisa-clar,1
706,706,DATASET/A1/c1/r3/images/e6/c1r3e6n7.tif,1,3,6,7,llisa-clar,1
707,707,DATASET/A1/c1/r3/images/e6/c1r3e6n8.tif,1,3,6,8,llisa-clar,1
708,708,DATASET/A1/c1/r3/images/e6/c1r3e6n9.tif,1,3,6,9,llisa-clar,1
709,709,DATASET/A1/c1/r3/images/e6/c1r3e6n10.tif,1,3,6,10,llisa-clar,1
710,710,DATASET/A1/c1/r3/images/e6/c1r3e6n11.tif,1,3,6,11,llisa-clar,1
711,711,DATASET/A1/c1/r3/images/e6/c1r3e6n12.tif,1,3,6,12,llisa-clar,1
712,712,DATASET/A1/c1/r3/images/e6/c1r3e6n13.tif,1,3,6,13,llisa-clar,1
713,713,DATASET/A1/c1/r3/images/e6/c1r3e6n14.tif,1,3,6,14,llisa-clar,1
714,714,DATASET/A1/c1/r3/images/e6/c1r3e6n15.tif,1,3,6,15,llisa-clar,1
715,715,DATASET/A1/c1/r3/images/e6/c1r3e6n16.tif,1,3,6,16,llisa-clar,1
716,716,DATASET/A1/c1/r3/images/e6/c1r3e6n17.tif,1,3,6,17,llisa-clar,1
717,717,DATASET/A1/c1/r3/images/e6/c1r3e6n18.tif,1,3,6,18,llisa-clar,1
718,718,DATASET/A1/c1/r3/images/e6/c1r3e6n19.tif,1,3,6,19,llisa-clar,1
719,719,DATASET/A1/c1/r3/images/e6/c1r3e6n20.tif,1,3,6,20,llisa-clar,1
720,720,DATASET/A1/c1/r3/images/e6/c1r3e6n21.tif,1,3,6,21,llisa-clar,1
721,721,DATASET/A1/c1/r3/images/e6/c1r3e6n22.tif,1,3,6,22,llisa-clar,1
722,722,DATASET/A1/c1/r3/images/e6/c1r3e6n23.tif,1,3,6,23,llisa-clar,1
723,723,DATASET/A1/c1/r3/images/e6/c1r3e6n24.tif,1,3,6,24,llisa-clar,1
724,724,DATASET/A1/c1/r3/images/e6/c1r3e6n25.tif,1,3,6,25,llisa-clar,1
725,725,DATASET/A1/c1/r3/images/e6/c1r3e6n26.tif,1,3,6,26,llisa-clar,1
726,726,DATASET/A1/c1/r3/images/e6/c1r3e6n27.tif,1,3,6,27,llisa-clar,1
727,727,DATASET/A1/c1/r3/images/e6/c1r3e6n28.tif,1,3,6,28,llisa-clar,1
728,728,DATASET/A1/c1/r3/images/e6/c1r3e6n29.tif,1,3,6,29,llisa-clar,1
729,729,DATASET/A1/c1/r3/images/e6/c1r3e6n30.tif,1,3,6,30,llisa-clar,1
730,730,DATASET/A1/c1/r3/images/e6/c1r3e6n31.tif,1,3,6,31,llisa-clar,1
731,731,DATASET/A1/c1/r3/images/e6/c1r3e6n32.tif,1,3,6,32,llisa-clar,1
732,732,DATASET/A1/c1/r3/images/e6/c1r3e6n33.tif,1,3,6,33,llisa-clar,1
733,733,DATASET/A1/c1/r3/images/e6/c1r3e6n34.tif,1,3,6,34,llisa-clar,1
734,734,DATASET/A1/c1/r3/images/e6/c1r3e6n35.tif,1,3,6,35,llisa-clar,1
735,735,DATASET/A1/c1/r3/images/e6/c1r3e6n36.tif,1,3,6,36,llisa-clar,1
736,736,DATASET/A1/c1/r3/images/e6/c1r3e6n37.tif,1,3,6,37,llisa-clar,1
737,737,DATASET/A1/c1/r3/images/e6/c1r3e6n38.tif,1,3,6,38,llisa-clar,1
738,738,DATASET/A1/c1/r3/images/e6/c1r3e6n39.tif,1,3,6,39,llisa-clar,1
739,739,DATASET/A1/c1/r3/images/e6/c1r3e6n40.tif,1,3,6,40,llisa-clar,1
740,740,DATASET/A1/c1/r3/images/e6/c1r3e6n41.tif,1,3,6,41,llisa-clar,1
741,741,DATASET/A1/c1/r3/images/e6/c1r3e6n42.tif,1,3,6,42,llisa-clar,1
742,742,DATASET/A1/c1/r3/images/e6/c1r3e6n43.tif,1,3,6,43,llisa-clar,1
743,743,DATASET/A1/c1/r3/images/e6/c1r3e6n44.tif,1,3,6,44,llisa-clar,1
744,744,DATASET/A1/c1/r3/images/e6/c1r3e6n45.tif,1,3,6,45,llisa-clar,1
745,745,DATASET/A1/c1/r3/images/e6/c1r3e6n46.tif,1,3,6,46,llisa-clar,1
746,746,DATASET/A1/c1/r3/images/e6/c1r3e6n47.tif,1,3,6,47,llisa-clar,1
747,747,DATASET/A1/c1/r3/images/e6/c1r3e6n48.tif,1,3,6,48,llisa-clar,1
748,748,DATASET/A1/c1/r3/images/e6/c1r3e6n49.tif,1,3,6,49,llisa-clar,1
749,749,DATASET/A1/c1/r3/images/e6/c1r3e6n50.tif,1,3,6,50,llisa-clar,1
750,750,DATASET/A1/c1/r3/images/e7/c1r3e7n1.tif,1,3,7,1,llisa-clar,1
751,751,DATASET/A1/c1/r3/images/e7/c1r3e7n2.tif,1,3,7,2,llisa-clar,1
752,752,DATASET/A1/c1/r3/images/e7/c1r3e7n3.tif,1,3,7,3,llisa-clar,1
753,753,DATASET/A1/c1/r3/images/e7/c1r3e7n4.tif,1,3,7,4,llisa-clar,1
754,754,DATASET/A1/c1/r3/images/e7/c1r3e7n5.tif,1,3,7,5,llisa-clar,1
755,755,DATASET/A1/c1/r3/images/e7/c1r3e7n6.tif,1,3,7,6,llisa-clar,1
756,756,DATASET/A1/c1/r3/images/e7/c1r3e7n7.tif,1,3,7,7,llisa-clar,1
757,757,DATASET/A1/c1/r3/images/e7/c1r3e7n8.tif,1,3,7,8,llisa-clar,1
758,758,DATASET/A1/c1/r3/images/e7/c1r3e7n9.tif,1,3,7,9,llisa-clar,1
759,759,DATASET/A1/c1/r3/images/e7/c1r3e7n10.tif,1,3,7,10,llisa-clar,1
760,760,DATASET/A1/c1/r3/images/e7/c1r3e7n11.tif,1,3,7,11,llisa-clar,1
761,761,DATASET/A1/c1/r3/images/e7/c1r3e7n12.tif,1,3,7,12,llisa-clar,1
762,762,DATASET/A1/c1/r3/images/e7/c1r3e7n13.tif,1,3,7,13,llisa-clar,1
763,763,DATASET/A1/c1/r3/images/e7/c1r3e7n14.tif,1,3,7,14,llisa-clar,1
764,764,DATASET/A1/c1/r3/images/e7/c1r3e7n15.tif,1,3,7,15,llisa-clar,1
765,765,DATASET/A1/c1/r3/images/e7/c1r3e7n16.tif,1,3,7,16,llisa-clar,1
766,766,DATASET/A1/c1/r3/images/e7/c1r3e7n17.tif,1,3,7,17,llisa-clar,1
767,767,DATASET/A1/c1/r3/images/e7/c1r3e7n18.tif,1,3,7,18,llisa-clar,1
768,768,DATASET/A1/c1/r3/images/e7/c1r3e7n19.tif,1,3,7,19,llisa-clar,1
769,769,DATASET/A1/c1/r3/images/e7/c1r3e7n20.tif,1,3,7,20,llisa-clar,1
770,770,DATASET/A1/c1/r3/images/e7/c1r3e7n21.tif,1,3,7,21,llisa-clar,1
771,771,DATASET/A1/c1/r3/images/e7/c1r3e7n22.tif,1,3,7,22,llisa-clar,1
772,772,DATASET/A1/c1/r3/images/e7/c1r3e7n23.tif,1,3,7,23,llisa-clar,1
773,773,DATASET/A1/c1/r3/images/e7/c1r3e7n24.tif,1,3,7,24,llisa-clar,1
774,774,DATASET/A1/c1/r3/images/e7/c1r3e7n25.tif,1,3,7,25,llisa-clar,1
775,775,DATASET/A1/c1/r3/images/e7/c1r3e7n26.tif,1,3,7,26,llisa-clar,1
776,776,DATASET/A1/c1/r3/images/e7/c1r3e7n27.tif,1,3,7,27,llisa-clar,1
777,777,DATASET/A1/c1/r3/images/e7/c1r3e7n28.tif,1,3,7,28,llisa-clar,1
778,778,DATASET/A1/c1/r3/images/e7/c1r3e7n29.tif,1,3,7,29,llisa-clar,1
779,779,DATASET/A1/c1/r3/images/e7/c1r3e7n30.tif,1,3,7,30,llisa-clar,1
780,780,DATASET/A1/c1/r3/images/e7/c1r3e7n31.tif,1,3,7,31,llisa-clar,1
781,781,DATASET/A1/c1/r3/images/e7/c1r3e7n32.tif,1,3,7,32,llisa-clar,1
782,782,DATASET/A1/c1/r3/images/e7/c1r3e7n33.tif,1,3,7,33,llisa-clar,1
783,783,DATASET/A1/c1/r3/images/e7/c1r3e7n34.tif,1,3,7,34,llisa-clar,1
784,784,DATASET/A1/c1/r3/images/e7/c1r3e7n35.tif,1,3,7,35,llisa-clar,1
785,785,DATASET/A1/c1/r3/images/e7/c1r3e7n36.tif,1,3,7,36,llisa-clar,1
786,786,DATASET/A1/c1/r3/images/e7/c1r3e7n37.tif,1,3,7,37,llisa-clar,1
787,787,DATASET/A1/c1/r3/images/e7/c1r3e7n38.tif,1,3,7,38,llisa-clar,1
788,788,DATASET/A1/c1/r3/images/e7/c1r3e7n39.tif,1,3,7,39,llisa-clar,1
789,789,DATASET/A1/c1/r3/images/e7/c1r3e7n40.tif,1,3,7,40,llisa-clar,1
790,790,DATASET/A1/c1/r3/images/e7/c1r3e7n41.tif,1,3,7,41,llisa-clar,1
791,791,DATASET/A1/c1/r3/images/e7/c1r3e7n42.tif,1,3,7,42,llisa-clar,1
792,792,DATASET/A1/c1/r3/images/e7/c1r3e7n43.tif,1,3,7,43,llisa-clar,1
793,793,DATASET/A1/c1/r3/images/e7/c1r3e7n44.tif,1,3,7,44,llisa-clar,1
794,794,DATASET/A1/c1/r3/images/e7/c1r3e7n45.tif,1,3,7,45,llisa-clar,1
795,795,DATASET/A1/c1/r3/images/e7/c1r3e7n46.tif,1,3,7,46,llisa-clar,1
796,796,DATASET/A1/c1/r3/images/e7/c1r3e7n47.tif,1,3,7,47,llisa-clar,1
797,797,DATASET/A1/c1/r3/images/e7/c1r3e7n48.tif,1,3,7,48,llisa-clar,1
798,798,DATASET/A1/c1/r3/images/e7/c1r3e7n49.tif,1,3,7,49,llisa-clar,1
799,799,DATASET/A1/c1/r3/images/e7/c1r3e7n50.tif,1,3,7,50,llisa-clar,1
800,800,DATASET/A1/c2/r2/images/e0/c2r2e0n1.tif,2,2,0,1,llana-fil petit,2
801,801,DATASET/A1/c2/r2/images/e0/c2r2e0n2.tif,2,2,0,2,llana-fil petit,2
802,802,DATASET/A1/c2/r2/images/e0/c2r2e0n3.tif,2,2,0,3,llana-fil petit,2
803,803,DATASET/A1/c2/r2/images/e0/c2r2e0n4.tif,2,2,0,4,llana-fil petit,2
804,804,DATASET/A1/c2/r2/images/e0/c2r2e0n5.tif,2,2,0,5,llana-fil petit,2
805,805,DATASET/A1/c2/r2/images/e0/c2r2e0n6.tif,2,2,0,6,llana-fil petit,2
806,806,DATASET/A1/c2/r2/images/e0/c2r2e0n7.tif,2,2,0,7,llana-fil petit,2
807,807,DATASET/A1/c2/r2/images/e0/c2r2e0n8.tif,2,2,0,8,llana-fil petit,2
808,808,DATASET/A1/c2/r2/images/e0/c2r2e0n9.tif,2,2,0,9,llana-fil petit,2
809,809,DATASET/A1/c2/r2/images/e0/c2r2e0n10.tif,2,2,0,10,llana-fil petit,2
810,810,DATASET/A1/c2/r2/images/e0/c2r2e0n11.tif,2,2,0,11,llana-fil petit,2
811,811,DATASET/A1/c2/r2/images/e0/c2r2e0n12.tif,2,2,0,12,llana-fil petit,2
812,812,DATASET/A1/c2/r2/images/e0/c2r2e0n13.tif,2,2,0,13,llana-fil petit,2
813,813,DATASET/A1/c2/r2/images/e0/c2r2e0n14.tif,2,2,0,14,llana-fil petit,2
814,814,DATASET/A1/c2/r2/images/e0/c2r2e0n15.tif,2,2,0,15,llana-fil petit,2
815,815,DATASET/A1/c2/r2/images/e0/c2r2e0n16.tif,2,2,0,16,llana-fil petit,2
816,816,DATASET/A1/c2/r2/images/e0/c2r2e0n17.tif,2,2,0,17,llana-fil petit,2
817,817,DATASET/A1/c2/r2/images/e0/c2r2e0n18.tif,2,2,0,18,llana-fil petit,2
818,818,DATASET/A1/c2/r2/images/e0/c2r2e0n19.tif,2,2,0,19,llana-fil petit,2
819,819,DATASET/A1/c2/r2/images/e0/c2r2e0n20.tif,2,2,0,20,llana-fil petit,2
820,820,DATASET/A1/c2/r2/images/e0/c2r2e0n21.tif,2,2,0,21,llana-fil petit,2
821,821,DATASET/A1/c2/r2/images/e0/c2r2e0n22.tif,2,2,0,22,llana-fil petit,2
822,822,DATASET/A1/c2/r2/images/e0/c2r2e0n23.tif,2,2,0,23,llana-fil petit,2
823,823,DATASET/A1/c2/r2/images/e0/c2r2e0n24.tif,2,2,0,24,llana-fil petit,2
824,824,DATASET/A1/c2/r2/images/e0/c2r2e0n25.tif,2,2,0,25,llana-fil petit,2
825,825,DATASET/A1/c2/r2/images/e0/c2r2e0n26.tif,2,2,0,26,llana-fil petit,2
826,826,DATASET/A1/c2/r2/images/e0/c2r2e0n27.tif,2,2,0,27,llana-fil petit,2
827,827,DATASET/A1/c2/r2/images/e0/c2r2e0n28.tif,2,2,0,28,llana-fil petit,2
828,828,DATASET/A1/c2/r2/images/e0/c2r2e0n29.tif,2,2,0,29,llana-fil petit,2
829,829,DATASET/A1/c2/r2/images/e0/c2r2e0n30.tif,2,2,0,30,llana-fil petit,2
830,830,DATASET/A1/c2/r2/images/e0/c2r2e0n31.tif,2,2,0,31,llana-fil petit,2
831,831,DATASET/A1/c2/r2/images/e0/c2r2e0n32.tif,2,2,0,32,llana-fil petit,2
832,832,DATASET/A1/c2/r2/images/e0/c2r2e0n33.tif,2,2,0,33,llana-fil petit,2
833,833,DATASET/A1/c2/r2/images/e0/c2r2e0n34.tif,2,2,0,34,llana-fil petit,2
834,834,DATASET/A1/c2/r2/images/e0/c2r2e0n35.tif,2,2,0,35,llana-fil petit,2
835,835,DATASET/A1/c2/r2/images/e0/c2r2e0n36.tif,2,2,0,36,llana-fil petit,2
836,836,DATASET/A1/c2/r2/images/e0/c2r2e0n37.tif,2,2,0,37,llana-fil petit,2
837,837,DATASET/A1/c2/r2/images/e0/c2r2e0n38.tif,2,2,0,38,llana-fil petit,2
838,838,DATASET/A1/c2/r2/images/e0/c2r2e0n39.tif,2,2,0,39,llana-fil petit,2
839,839,DATASET/A1/c2/r2/images/e0/c2r2e0n40.tif,2,2,0,40,llana-fil petit,2
840,840,DATASET/A1/c2/r2/images/e0/c2r2e0n41.tif,2,2,0,41,llana-fil petit,2
841,841,DATASET/A1/c2/r2/images/e0/c2r2e0n42.tif,2,2,0,42,llana-fil petit,2
842,842,DATASET/A1/c2/r2/images/e0/c2r2e0n43.tif,2,2,0,43,llana-fil petit,2
843,843,DATASET/A1/c2/r2/images/e0/c2r2e0n44.tif,2,2,0,44,llana-fil petit,2
844,844,DATASET/A1/c2/r2/images/e0/c2r2e0n45.tif,2,2,0,45,llana-fil petit,2
845,845,DATASET/A1/c2/r2/images/e0/c2r2e0n46.tif,2,2,0,46,llana-fil petit,2
846,846,DATASET/A1/c2/r2/images/e0/c2r2e0n47.tif,2,2,0,47,llana-fil petit,2
847,847,DATASET/A1/c2/r2/images/e0/c2r2e0n48.tif,2,2,0,48,llana-fil petit,2
848,848,DATASET/A1/c2/r2/images/e0/c2r2e0n49.tif,2,2,0,49,llana-fil petit,2
849,849,DATASET/A1/c2/r2/images/e0/c2r2e0n50.tif,2,2,0,50,llana-fil petit,2
850,850,DATASET/A1/c2/r2/images/e1/c2r2e1n1.tif,2,2,1,1,llana-fil petit,2
851,851,DATASET/A1/c2/r2/images/e1/c2r2e1n2.tif,2,2,1,2,llana-fil petit,2
852,852,DATASET/A1/c2/r2/images/e1/c2r2e1n3.tif,2,2,1,3,llana-fil petit,2
853,853,DATASET/A1/c2/r2/images/e1/c2r2e1n4.tif,2,2,1,4,llana-fil petit,2
854,854,DATASET/A1/c2/r2/images/e1/c2r2e1n5.tif,2,2,1,5,llana-fil petit,2
855,855,DATASET/A1/c2/r2/images/e1/c2r2e1n6.tif,2,2,1,6,llana-fil petit,2
856,856,DATASET/A1/c2/r2/images/e1/c2r2e1n7.tif,2,2,1,7,llana-fil petit,2
857,857,DATASET/A1/c2/r2/images/e1/c2r2e1n8.tif,2,2,1,8,llana-fil petit,2
858,858,DATASET/A1/c2/r2/images/e1/c2r2e1n9.tif,2,2,1,9,llana-fil petit,2
859,859,DATASET/A1/c2/r2/images/e1/c2r2e1n10.tif,2,2,1,10,llana-fil petit,2
860,860,DATASET/A1/c2/r2/images/e1/c2r2e1n11.tif,2,2,1,11,llana-fil petit,2
861,861,DATASET/A1/c2/r2/images/e1/c2r2e1n12.tif,2,2,1,12,llana-fil petit,2
862,862,DATASET/A1/c2/r2/images/e1/c2r2e1n13.tif,2,2,1,13,llana-fil petit,2
863,863,DATASET/A1/c2/r2/images/e1/c2r2e1n14.tif,2,2,1,14,llana-fil petit,2
864,864,DATASET/A1/c2/r2/images/e1/c2r2e1n15.tif,2,2,1,15,llana-fil petit,2
865,865,DATASET/A1/c2/r2/images/e1/c2r2e1n16.tif,2,2,1,16,llana-fil petit,2
866,866,DATASET/A1/c2/r2/images/e1/c2r2e1n17.tif,2,2,1,17,llana-fil petit,2
867,867,DATASET/A1/c2/r2/images/e1/c2r2e1n18.tif,2,2,1,18,llana-fil petit,2
868,868,DATASET/A1/c2/r2/images/e1/c2r2e1n19.tif,2,2,1,19,llana-fil petit,2
869,869,DATASET/A1/c2/r2/images/e1/c2r2e1n20.tif,2,2,1,20,llana-fil petit,2
870,870,DATASET/A1/c2/r2/images/e1/c2r2e1n21.tif,2,2,1,21,llana-fil petit,2
871,871,DATASET/A1/c2/r2/images/e1/c2r2e1n22.tif,2,2,1,22,llana-fil petit,2
872,872,DATASET/A1/c2/r2/images/e1/c2r2e1n23.tif,2,2,1,23,llana-fil petit,2
873,873,DATASET/A1/c2/r2/images/e1/c2r2e1n24.tif,2,2,1,24,llana-fil petit,2
874,874,DATASET/A1/c2/r2/images/e1/c2r2e1n25.tif,2,2,1,25,llana-fil petit,2
875,875,DATASET/A1/c2/r2/images/e1/c2r2e1n26.tif,2,2,1,26,llana-fil petit,2
876,876,DATASET/A1/c2/r2/images/e1/c2r2e1n27.tif,2,2,1,27,llana-fil petit,2
877,877,DATASET/A1/c2/r2/images/e1/c2r2e1n28.tif,2,2,1,28,llana-fil petit,2
878,878,DATASET/A1/c2/r2/images/e1/c2r2e1n29.tif,2,2,1,29,llana-fil petit,2
879,879,DATASET/A1/c2/r2/images/e1/c2r2e1n30.tif,2,2,1,30,llana-fil petit,2
880,880,DATASET/A1/c2/r2/images/e1/c2r2e1n31.tif,2,2,1,31,llana-fil petit,2
881,881,DATASET/A1/c2/r2/images/e1/c2r2e1n32.tif,2,2,1,32,llana-fil petit,2
882,882,DATASET/A1/c2/r2/images/e1/c2r2e1n33.tif,2,2,1,33,llana-fil petit,2
883,883,DATASET/A1/c2/r2/images/e1/c2r2e1n34.tif,2,2,1,34,llana-fil petit,2
884,884,DATASET/A1/c2/r2/images/e1/c2r2e1n35.tif,2,2,1,35,llana-fil petit,2
885,885,DATASET/A1/c2/r2/images/e1/c2r2e1n36.tif,2,2,1,36,llana-fil petit,2
886,886,DATASET/A1/c2/r2/images/e1/c2r2e1n37.tif,2,2,1,37,llana-fil petit,2
887,887,DATASET/A1/c2/r2/images/e1/c2r2e1n38.tif,2,2,1,38,llana-fil petit,2
888,888,DATASET/A1/c2/r2/images/e1/c2r2e1n39.tif,2,2,1,39,llana-fil petit,2
889,889,DATASET/A1/c2/r2/images/e1/c2r2e1n40.tif,2,2,1,40,llana-fil petit,2
890,890,DATASET/A1/c2/r2/images/e1/c2r2e1n41.tif,2,2,1,41,llana-fil petit,2
891,891,DATASET/A1/c2/r2/images/e1/c2r2e1n42.tif,2,2,1,42,llana-fil petit,2
892,892,DATASET/A1/c2/r2/images/e1/c2r2e1n43.tif,2,2,1,43,llana-fil petit,2
893,893,DATASET/A1/c2/r2/images/e1/c2r2e1n44.tif,2,2,1,44,llana-fil petit,2
894,894,DATASET/A1/c2/r2/images/e1/c2r2e1n45.tif,2,2,1,45,llana-fil petit,2
895,895,DATASET/A1/c2/r2/images/e1/c2r2e1n46.tif,2,2,1,46,llana-fil petit,2
896,896,DATASET/A1/c2/r2/images/e1/c2r2e1n47.tif,2,2,1,47,llana-fil petit,2
897,897,DATASET/A1/c2/r2/images/e1/c2r2e1n48.tif,2,2,1,48,llana-fil petit,2
898,898,DATASET/A1/c2/r2/images/e1/c2r2e1n49.tif,2,2,1,49,llana-fil petit,2
899,899,DATASET/A1/c2/r2/images/e1/c2r2e1n50.tif,2,2,1,50,llana-fil petit,2
900,900,DATASET/A1/c2/r2/images/e2/c2r2e2n1.tif,2,2,2,1,llana-fil petit,2
901,901,DATASET/A1/c2/r2/images/e2/c2r2e2n2.tif,2,2,2,2,llana-fil petit,2
902,902,DATASET/A1/c2/r2/images/e2/c2r2e2n3.tif,2,2,2,3,llana-fil petit,2
903,903,DATASET/A1/c2/r2/images/e2/c2r2e2n4.tif,2,2,2,4,llana-fil petit,2
904,904,DATASET/A1/c2/r2/images/e2/c2r2e2n5.tif,2,2,2,5,llana-fil petit,2
905,905,DATASET/A1/c2/r2/images/e2/c2r2e2n6.tif,2,2,2,6,llana-fil petit,2
906,906,DATASET/A1/c2/r2/images/e2/c2r2e2n7.tif,2,2,2,7,llana-fil petit,2
907,907,DATASET/A1/c2/r2/images/e2/c2r2e2n8.tif,2,2,2,8,llana-fil petit,2
908,908,DATASET/A1/c2/r2/images/e2/c2r2e2n9.tif,2,2,2,9,llana-fil petit,2
909,909,DATASET/A1/c2/r2/images/e2/c2r2e2n10.tif,2,2,2,10,llana-fil petit,2
910,910,DATASET/A1/c2/r2/images/e2/c2r2e2n11.tif,2,2,2,11,llana-fil petit,2
911,911,DATASET/A1/c2/r2/images/e2/c2r2e2n12.tif,2,2,2,12,llana-fil petit,2
912,912,DATASET/A1/c2/r2/images/e2/c2r2e2n13.tif,2,2,2,13,llana-fil petit,2
913,913,DATASET/A1/c2/r2/images/e2/c2r2e2n14.tif,2,2,2,14,llana-fil petit,2
914,914,DATASET/A1/c2/r2/images/e2/c2r2e2n15.tif,2,2,2,15,llana-fil petit,2
915,915,DATASET/A1/c2/r2/images/e2/c2r2e2n16.tif,2,2,2,16,llana-fil petit,2
916,916,DATASET/A1/c2/r2/images/e2/c2r2e2n17.tif,2,2,2,17,llana-fil petit,2
